tick	_total	create	finish	memory	needList	roomUpdate	run
17522362	5346.8	98.1	0.2	1727.5	729.9	56.5	2729.2
17522462	5670.8	53	0.2	1868.5	702.1	53.6	2987.6
17522563	5434	46.9	0.2	1524.4	802.5	64.6	2989.7
17522663	5015.7	76	0.2	1322.7	749.8	55.7	2806.1
17522763	5091.2	92.8	0.2	1232.9	835.8	55.5	2869.1
17522863	4983.1	72.8	0.1	1478.3	746.2	73.4	2607
17522963	5162.4	106.3	0.3	1565.6	828.8	77.9	2578.3
17523063	5060	119.8	0.2	1567.1	768.9	78.2	2519.8
17523163	5258.4	210.7	0.2	1593.8	737.3	62.6	2648.4
17523263	5237.4	117.9	0.2	1612.7	800.9	59.4	2640.8
17523363	5300	179.1	0.2	1642.1	806.5	62	2604.1
17523463	5404.3	161.2	0.2	1581.2	739.4	79.5	2837.8
17523563	5634.9	116.2	0.2	1667.8	740.4	60.7	3041.7
17523663	5030.8	132.2	0.2	1515	731.1	61.9	2584
17523763	5106.5	69.7	0.2	1617.2	666.1	59.6	2687.3
17523863	5360.1	131.9	0.2	1746.3	696.4	59.5	2706.9
17523963	5541.3	97.6	0.2	1683.7	727.5	75.8	2950.2
17524064	5266.9	45.8	0.2	1639.6	778.4	60.6	2735.9
17524164	5144.3	72.4	0.2	1672.5	798.1	62.5	2532
17524264	5567.2	116.1	0.2	1714.8	721	57.8	2951
17524364	5784.3	84.7	0.2	1899.1	752.9	59.8	2980.7
17524464	5339.5	84.7	0.2	1574.1	735.5	68.4	2870.7
17524565	4977.6	77.4	0.2	1379.9	710.2	57.3	2772.7
17524665	5336.6	120.5	0.2	1425.9	727.2	62.6	2993.5
17524765	5120.8	54.4	0.1	1492.4	706.2	58.6	2803.3
17524865	5240.4	61.3	0.2	1458.2	761.1	92.2	2862.1
17524965	5382.3	66.4	0.1	1488.6	811.1	58.2	2952
17525065	5481.1	64.1	0.1	1423.8	758.1	57.3	3172
17525165	5546.7	61.8	0.1	1562	767.9	81.7	3067.4
17525265	5735.2	82.2	0.1	1443.7	823	122.1	3258.1
17525364	6047.2	84.9	0.1	1614	875.7	70.4	3396.6
17525464	6077.3	75.8	0.2	1657.3	849.2	82.3	3395.6
17525564	6501.6	121.2	0.2	1629	889.1	84	3771
17525664	5980.7	92.2	0.2	1567.9	849.6	82.4	3382
17525764	5269.6	72	0.1	1373.6	731.4	70.9	3015.7
17525864	5352.6	70.3	0.1	1326.3	698.6	69.6	3182.5
17525964	5243.8	23.5	0.1	1399.9	706.5	50.7	3057.2
17526064	4912.9	31.1	0.1	1296.2	789.4	48.7	2741.5
17526164	5228.4	47.2	0.1	1241.2	727.2	45.5	3161.4
17526264	5780.2	53.2	0.2	1318.6	782.2	42.8	3577.1
17526364	6520.9	67.7	0.2	1732.9	918.9	66.6	3728.8
17526464	5522.5	58.6	0.1	1593.8	826.6	42.7	2995.5
17526564	6013.3	79.7	0.2	1505.2	822.7	49.7	3550.8
17526664	6482.3	64.9	0.2	1543.3	790.5	51.9	4025.6
17526764	5611.8	70.4	0.1	1440.9	767.6	51.7	3275.5
17526864	5629.7	87.2	0.2	1410.4	812.1	47.8	3266.3
17526964	5796.2	60.9	0.1	1465.3	732.1	53.2	3479.2
17527064	5642.5	60	0.2	1478.2	804.1	48.7	3245.8
17527164	5821.6	68.1	0.2	1552.5	766.2	45.5	3384
17527364	5907.6	61	0.2	1540.7	799.7	53.2	3446.8
17527464	5970.8	45.1	0.2	1723	725	55.7	3415.7
