tick	_total	create	finish	memory	needList	run
17427331	5447.9	73.4	0.2	947	782.2	15.7	3623.5
17427431	5261.6	58.7	0.1	882.7	791.4	14.8	3508.8
17427531	5488.3	70.5	0.2	814.6	842.1	14.4	3740.8
17427631	5143.8	54.1	0.2	834.1	718.8	14.2	3516.1
17427731	5202.8	83.8	0.2	768.3	844.8	26.2	3473.2
17427831	5728.2	132.3	0.2	1013.8	718.5	15.5	3840.9
17427931	5254.6	45.9	0.2	702.8	709.2	14.9	3775.1
17428031	5524.4	70.7	0.2	724.9	869.9	15.7	3835.6
17428131	5251.1	58.5	0.1	754.2	767.8	14.8	3649.5
17428231	6265.1	81.8	0.1	919.4	809.1	16.1	4432.9
17428331	5636.9	82.1	0.1	768.3	794.6	15.8	3971.6
17428431	5328.3	114	0.1	740.9	764.9	13.9	3690.7
17428531	5721.1	44.7	0.1	948.6	766.6	14.4	3941.7
17428631	5604.5	34.3	0.1	892.9	713.1	12.9	3946.7
17428731	5742.5	39.5	0.1	1096.6	743	13	3846.5
17428831	5707.7	56.2	0.1	816.9	894.4	14.4	3919.1
17428931	5803.7	61.9	0.2	947.4	736.4	13.4	4037.6
17429031	5123.3	76.4	0.1	731.4	727.2	13.9	3568
17429131	5091.8	60.1	0.2	783.3	698.6	13.2	3530.2
17429231	5382.9	70.6	0.1	820.3	774.1	17.6	3694.2
17429331	6007.4	107	0.2	913.8	828.3	21.6	4130.4
17429431	5900.4	57	0.2	974.2	868.6	22.7	3970.6
17429531	5931.8	110.2	0.2	936.8	837.1	18.4	4022.3
17429631	5270.5	84.3	0.2	838.2	783.9	13.7	3544.8
17429732	5045.9	56.7	0.2	797.4	725.7	26.5	3434.1
17429832	5552.4	94.1	0.1	832	730.5	15.1	3875.9
17429932	5153.7	42.4	0.1	781.2	705.6	13.7	3606.4
17430032	5073.2	53.8	0.2	748.3	680.1	15.9	3570.3
17430132	5521.8	79.1	0.2	905	751.1	17.1	3763.7
17430232	5799	63.7	0.2	922.8	789.1	20.1	3996.9
17430332	5528.7	78.7	0.2	913.3	766.6	36.1	3728.2
17430432	5891.4	96.9	0.2	1048	750.3	15.5	3975
17430532	5405	73.7	0.2	802.7	770.3	16.9	3735.1
17430632	5508.4	47.4	0.2	839.8	780.3	14.7	3805.3
17430732	5372.7	85.2	0.2	740.3	770.2	14.5	3756.8
17430832	5372	82.8	0.1	763.1	833.8	14.8	3672.9
17430932	5408.7	139.2	0.1	827	758	13.9	3666
17431032	5412.5	121.4	0.1	680	697	14.8	3894.3
17431132	5573.8	111.4	0.1	738.7	760.8	14.2	3944.7
17431232	5399.5	64.4	0.1	847.7	732.6	17.1	3734.1
17431332	5748.7	98.5	0.1	931.1	832.8	16.3	3864.8
17431432	5429.1	94.5	0.2	880.2	807.4	15.4	3626.7
17431532	5476.1	89.5	0.1	909.1	717.3	19.7	3735.7
17431632	5618.6	88.6	0.1	824.6	754.9	15.3	3930.3
17431732	5148.2	66.4	0.1	756.2	715.6	16.8	3588.7
17431832	5549.5	70.1	0.1	851.1	777.8	12.9	3833.3
17431932	5553.8	91.7	0.1	979.2	740.9	22.3	3714.3
17432032	5833.5	72.7	0.2	959.2	702.9	14	4079.7
17432132	5376.6	78.8	0.1	797.2	681.2	15.3	3799.6
17432332	5682.9	63.2	0.2	831.8	724.3	13.8	4044.9
17432432	6008.9	77.1	0.2	878.2	747.3	13.9	4287.5
17432532	5716.7	68	0.1	883.2	798.9	14.8	3946
17432632	5498.9	106.4	0.1	775.4	786.3	14.1	3812.1
17432732	5563.1	55.6	0.1	902.2	814.7	15.7	3770.6
17432832	5703.7	85.1	0.1	867.1	765.4	14.3	3966.3
17432932	5267.2	70.5	0.1	786	699.5	14.5	3691.3
17433032	5705.7	74.2	0.2	840.2	776.6	15.2	3993.6
17433132	5739.7	93.3	0.2	989.6	751.5	16.8	3881.9
17433232	6020.1	63	0.2	971	798.4	15.3	4166.6
17433332	5675.9	64.2	0.1	939.3	843.4	17.2	3806.5
17433432	5714.1	112.9	0.2	1049.7	778	17	3750.5
17433532	5720	89.5	0.1	837.4	795.6	16	3975.5
17433632	5330.8	25.3	0.2	939.2	725.1	15.3	3620.3
17433732	5498.4	96.5	0.2	836.7	748.2	15.3	3794.8
17433832	5801.3	52.6	0.5	826.6	747.8	16.9	4150.7
17433932	5238.5	56.9	0.1	785.4	662.7	14.1	3714.3
17434032	5234.7	98.5	0.2	827.8	804.6	15.9	3481.8
17434132	5307.2	68.4	0.6	800.7	791.1	39.3	3601
17434232	5271.5	62.7	0.2	909.4	656.4	13.9	3624.6
17434332	5379.2	86.7	0.2	897	738.8	15.3	3636.8
17434432	5588.3	85.7	0.2	836.2	769.2	17.5	3874.9
17434532	5283.4	66.3	0.1	850.3	752.2	14.2	3595.8
17434632	5995.1	105.8	0.2	1105.9	879.6	15.6	3883.4
17434731	5687.2	95.1	0.2	995.5	745.3	17.5	3827.9
17434831	6385.3	47.7	0.2	1027.3	829.3	20.2	4453
17434931	5849.9	24.4	0.2	905.8	898.8	27.8	3986.7
17435031	6253.6	24.5	0.2	1150.9	877.8	21.4	4171.7
17435131	5743.4	29	0.1	820.1	821.9	16	4050.9
17435232	5496.8	23.8	0.1	833.5	786.6	16.1	3831.8
17435332	5531.9	20.9	0.1	845.4	746.3	14.6	3899.1
17435432	5345.2	14.3	0.1	986	770.9	16.1	3552.4
17435532	5580.7	30.6	0.2	909.9	777.5	13.8	3828
17435632	5818	22.6	0.2	983.2	742.2	14.9	4049.1
17435732	5422	20.9	0.2	993.5	760.8	13.8	3627.2
17435832	5245	44.8	0.1	996.2	745	16.4	3436.2
