tick	_total	create	finish	memory	needList	run
17218582	2949,8	95,6	0,2	272,6	494,5	2079,1
17218682	2981	41,3	0,1	380,5	584	1966,9
17218782	2708,1	86,9	0,2	354,5	517,5	1740,1
17218896	3246,7	95	0,1	349,2	494,2	2351,9
17218996	2921,4	24,6	0,2	388,1	531,6	1968,2
17219095	2816,6	9,5	0,1	365	502,2	1931,1
17219195	3177,5	5	0,2	289,9	593,5	2280,9
17219295	3031,5	17,8	0,2	341,1	596,3	2056,8
17219395	2796,2	33,9	0,2	304,6	517,2	1930,6
17219495	3570,9	49,8	0,2	354,8	612,6	2542,4
17219595	3084,2	64,8	0,2	298,3	529,3	2182,1
17219695	2522,8	17,8	0,1	293,9	531,7	1671,8
17219795	2693,1	59,9	0,2	264,7	521,7	1838,7
17219895	2830,9	64,4	0,1	245,6	498,1	2014,6
17219995	2708,8	67,5	0,1	306,3	461,1	1866,5
17220095	2829,8	30	0,1	302,6	498,6	1989,8
17220195	3053,6	68,3	0,1	251,4	492,4	2233,5
17220295	2691,7	51,6	0,1	196,5	449,7	1976,8
17220395	2502,7	39,8	0,1	208,5	512,2	1736,3
17220526	3223,1	58,8	0,1	404,5	582,9	2248
17220632	3067,3	68,5	0,2	332,5	595	2230,2
17220732	3000,9	8,7	0,2	254	506,5	2223,4
17220832	3868,3	29,2	0,2	348,8	551,3	2927,7
17221032	2796,2	17,4	0,1	337,5	510,2	1921
17221132	2645,3	13,3	0,1	214,5	540,5	1868,3
17221235	3200,8	4,8	0,1	271,5	497	2416
17221335	2776,1	9	0,1	265,5	547,6	1945,6
17221436	2765,5	18,7	0,1	257,5	512,9	1969,2
17221536	3173	14,1	0,1	272,6	459,6	2418,9
17221636	3294,5	2,8	0,1	308,6	546,3	2428,7
17221736	2910,8	4,2	0,2	294,5	517,4	2085,4
17221836	2959,9	19,1	0,1	322,6	529,2	2079,1
17221936	3126,8	2,4	0,1	335,5	510,6	2268,2
17222036	3064,8	5,1	0,1	357,4	597	2095,1
17222136	2834,1	18,1	0,1	264,8	534,7	2007,1
17222236	3303,7	9	0,1	362,2	527,5	2394
17222345	3162,4	28,7	0,2	375,8	531,3	2245,4
17222467	3157,6	26,1	0,2	379,2	571,9	2238,8
17222567	3033,9	45,1	0,2	350,1	558,1	2071,6
17222667	2881,3	58,7	0,1	243,5	505,1	2061,9
17222867	2836,5	26,7	0,2	432,1	448,2	1922,1
17222967	3137,2	6,5	0,1	268,5	532,8	2319,7
17223067	3017,8	8,7	0,1	293,7	594,8	2110,1
17223167	2849,7	7,9	0,1	328	506,2	1996,9
17223267	2912,2	5,8	0,1	327,4	538,5	2031,3
17223367	3302,7	3,7	0,1	284,3	552,5	2453,5
17223467	3334,1	12,1	0,1	251,7	553,2	2508,9
17223567	3482,5	13,9	0,2	336,1	612	2510,2
17223667	3365,6	11,2	0,2	272,8	587,8	2472,7
17223767	3614,1	7,3	0,2	328,7	601,8	2665,8
17223867	3445,6	5,8	0,1	300,3	525,1	2606,1
17223967	3236,4	5,9	0,1	239,9	481,3	2502,1
17224067	3308,9	4,7	0,1	236,3	530,6	2530,5
17224167	3239,4	8,9	0,1	263,6	548	2410
17224267	3612,6	17,5	0,2	353,7	600,1	2633,5
17224388	3977,3	19,7	0,2	393,7	631,7	2995,3
17224488	3303,7	9	0,1	330,6	553,4	2401,7
17224587	3816,4	14,1	0,2	413,3	694,9	2672,5
17224687	4390	21,6	0,2	393,5	625,5	3338,3
17224787	3991,4	9,4	0,2	393,5	627,6	2948,9
17224887	4110,9	13,8	0,2	462,8	713,7	2911,4
17224987	3913,8	35,6	0,2	356,7	532,3	2980,4
17225087	4062,9	42,4	0,2	492,7	593,9	2924,5
17225187	3777,8	22,3	0,2	404,6	549,2	2794,4
17225287	3897,1	29,2	0,2	441,5	598,6	2788,7
17225387	4240,9	17,9	0,1	345	678,8	3189,6
17225487	3786,6	23,9	0,1	316,7	561,4	2875,6
17225587	3489,5	15,8	0,1	334,8	569,6	2560,8
17225687	4475,3	10	0,1	359,2	625,8	3470,5
17225787	3937,8	21,3	0,2	345,5	669,8	2891,8
17225887	3744,4	7,8	0,2	327,6	719	2680,1
17225987	3780,4	20	0,2	331,2	622,8	2796
17226087	3749,1	51,6	0,2	373,4	612,6	2702,2
17226187	3816,9	32,4	0,6	350,9	697,7	2726,2
17226287	3890,8	58,2	0,2	355,6	594,6	2872,7
17226387	3570,6	68,6	0,2	331,4	596	2565,6
17226487	3502,4	50,1	0,2	408,3	634,3	2387,8
17226587	3671,8	45,7	0,2	339,2	606,4	2654,8
17226687	3585,2	68,4	0,2	267,2	601,9	2640
17226787	2992,8	34,4	0,1	378,7	491,3	2079,3
17226887	3645,6	41,9	0,1	398,6	492,1	2704,6
17226987	3638,1	56	0,2	331,4	466,3	2776,6
17227087	3648,9	42,8	0,1	447,5	528,7	2621,8
17227187	3790,1	21	0,2	477	574,5	2709
17227287	3824,4	50,8	0,2	380	484,2	2900,4
17227387	3642,2	16,6	0,1	307,5	541,9	2748
17227487	3714,7	9,6	0,1	298,9	529,3	2867,2
17227587	4018,2	18,3	0,1	355,5	502,2	3132,2
17227687	3446	11,3	0,1	353,8	503,6	2568,4
17227787	3707,4	5,3	0,1	354,4	548	2790,8
17227887	3382,2	16,1	0,1	349,8	555,8	2452,3
17227987	3867,8	8,4	0,2	379,3	584,6	2886,5
17228087	3644,4	27,9	0,1	369,6	602,2	2634,9
17228187	3577,2	53,3	0,2	319,1	611	2584,7
17228287	4018,2	46,7	0,2	359,9	628,2	2973,7
17228387	3954,6	23,2	0,1	387	569,9	2965
17228487	3843,4	38,4	0,2	363,8	722,1	2710,7
17228587	3752,9	30	0,1	305,4	516,6	2892,5
17228687	3712,7	6,9	0,1	350,4	583,2	2763
17228787	3783,5	22,9	0,1	500,8	577	2673,8
17228887	3702,5	16,7	0,1	338,3	502,1	2835,7
17228987	3884,1	4,9	0,1	398,2	592	2880,4
17229087	3820,7	18,1	0,1	380,9	581,6	2832,3
17229187	3746,8	10,8	0,1	262,9	589,3	2876,5
17229287	3870,9	9	0,2	338,6	603,2	2908
17229387	3844,4	12,6	0,1	378,8	581,5	2862,4
17229487	3815,3	9,8	0,2	351,6	670,1	2774,6
17229588	4181,8	3,6	0,1	322,6	570,6	3276,2
17229688	4036,2	14,1	0,2	458,1	646,3	2908
17229788	4018	20,5	0,2	522,4	640,2	2825,7
17229888	3953,1	14,4	0,2	333	632	2963,9
17229987	3805,6	18,7	0,2	332,8	599,5	2845,3
17230087	3962,4	65,1	0,2	396,9	638,3	2852,8
17230287	4476,2	39,9	0,1	353,8	653,5	3420,4
17230387	3292,4	34,2	0,1	286,5	516,4	2447,8
17230487	3771,9	42,5	0,1	346,3	518,9	2856,2
17230587	3675,5	24,4	0,1	340,1	524,9	2777,8
17230687	3159,4	18,6	0,1	323,6	511,9	2297,1
17230787	3429,1	47,3	0,1	322,7	548,3	2502,6
17230887	3403,5	72,6	0,2	318,1	486,7	2517,8
17230987	3078,4	37,4	0,2	292,8	545,2	2194,7
17231087	3098,2	34,7	0,2	358,5	513,1	2184,3
17231187	3623,6	46	0,2	285,7	507,8	2777,5
17231287	3334,8	37,1	0,2	372,9	515,6	2402,1
17231387	2977	32,7	0,2	358,5	496,7	2065,7
17231487	3822,3	56,5	0,2	407,5	588	2761,2
17231587	3831,2	24,8	0,2	369,9	574,3	2853,5
17231687	3427,5	47,2	0,2	390	504,9	2476,8
17231787	3931,7	60,8	0,2	287,8	614,1	2961,3
17231887	3626,5	63	0,2	330,2	561,1	2665,4
17231987	4061,1	16,5	0,1	358,7	560,2	3118,6
17232087	4335,6	8,5	0,1	407,7	528,4	3384,1
17232187	4343,7	6,8	0,1	410,9	599,6	3206,8
17232287	3913,8	6,2	0,1	359,4	551,1	2988,1
17232387	4390,8	9,5	0,1	336,8	626,4	3411
17232487	4231,1	9,5	0,1	399,7	580,4	3234,5
17232587	3923,8	3,5	0,1	255,7	697,3	2960,6
17232687	4065,5	28,9	0,1	307,2	721,1	3000,9
17232787	3891,1	56,7	0,2	359,6	648	2819,5
17232887	3915,9	18,9	0,1	364,9	581,2	2943,7
17232987	3728,4	12,5	0,2	458,6	562,3	2687,9
17233087	4064,7	15,4	0,1	326,2	591,7	3123,7
17233187	3861,4	11	0,1	299,5	521,4	2873,9
17233287	3675,5	7,5	0,1	379,4	658,4	2622,1
17233387	3679,8	13,1	0,1	299,2	524,1	2836,1
17233487	3680,1	14,8	0,1	266,3	650	2741,7
17233587	3794,8	32,9	0,1	281,3	707,1	2765,4
17233687	3851,7	49,4	0,2	354,1	735	2704,4
17233787	3939,4	54,8	0,2	315,6	784	2775,9
17233887	4417,9	33,3	0,2	412,1	661,1	3302,1
17233987	3874,1	10,5	0,1	361	605,1	2877,7
17234087	3976,8	13	0,1	332,7	692,9	2931,6
17234187	4179,9	7,8	0,1	316,5	684,3	3164,5
17234287	4157,7	10,3	0,1	359	715,6	3065,7
17234387	3986,3	13,1	0,1	376,4	602,7	2986,1
17234487	4719,2	12,2	0,1	488,4	632,3	3578
17234587	4390,9	12,3	0,1	361,9	659,2	3350,5
17234687	4151,7	11,6	0,1	386,7	667,2	3079,4
17234787	4550,2	13,9	0,1	406,2	784,5	3338,3
17234887	4480,1	18,8	0,1	363	677,8	3413,6
17234987	4239,6	4,8	0,1	285,3	768,6	3172,9
17235087	4223,4	9,3	0,2	333,3	701,9	3171,2
17235197	4109,8	7,6	0,2	315,8	759,9	3018,2
17235297	3991,6	7	0,1	406,7	631,9	2937,7
17235397	4256,5	14,9	0,1	408,1	660	3165,5
17235497	4079,5	9,6	0,1	369,2	731,6	2961,8
17235597	4035,4	8,2	0,1	315,6	673	3019,3
17235696	4464	10,8	0,2	401,1	699,3	3339,7
17235796	4597,9	11,3	0,1	381,7	762,7	3423,3
17235896	4818,1	15,1	0,2	464,3	740	3588
17235996	4411,1	19,5	0,1	354,7	607,5	3420,2
17236096	3855	12	0,1	233,8	594,7	3005
17236196	4024	30,3	0,1	346,3	612,6	3025,2
17236296	4347	18,3	0,1	372,2	613,3	3333,9
17236396	3939,5	20,3	0,1	324,6	608,6	2977,1
17236496	3882,5	4,3	0,1	351,5	634,7	2882
17236596	3816	7,4	0,1	339,9	616,1	2842
17236696	3847,1	16,1	0,1	326,7	604,7	2889,4
17236796	4204,5	21,7	0,1	304,5	704,7	3163,1
17236896	4423,6	15,3	0,2	494,7	681,1	3221,7
17236996	4205,4	11,8	0,1	322,9	659,4	3200,2
17237096	4386	12,9	0,1	485,4	684	3193,3
17237196	4238	7,6	0,1	327,1	599,3	3294,1
17237296	4054,4	10,8	0,1	332,7	626,9	3074,5
17237396	4041,1	6,2	15,8	378,7	665,2	2966,4
17237496	4070,2	16,6	0,1	262,7	613,6	3169,1
17237596	4006,1	21,9	0,1	327,5	601,1	3047,4
17237696	4014,8	9	0,1	300,5	641,8	3055,7
17237796	4061,2	13,3	0,2	319,7	614,2	3107,3
17237896	3814,2	6,8	0,1	353,4	599,1	2848,1
17237996	3738,3	17	0,1	286,9	615,8	2810,8
17238096	3724,6	8	0,1	304,8	742	2660
17238196	3750	31,4	0,1	315,8	661,3	2733
17238296	3941,8	19,3	0,1	313,4	645,1	2955,7
17238396	4003,7	41	0,2	233	718,8	3002,9
17238496	4113,2	23	0,1	374,9	613	3093,2
17238600	4195	46,8	0,2	306,9	629,7	3218,2
17238700	3914,3	37,4	0,2	396,7	610,6	2860,5
17238800	3417	39,2	0,1	359,5	623,3	2385,3
17238900	3273,3	86,5	0,1	317,3	549,2	2311,2
17239000	3308	67,5	0,2	376,8	506,6	2347,2
17239100	3137,4	43,7	0,2	310,2	548,1	2225,8
17239200	2869,3	44	0,3	333,6	551,3	1919,5
17239300	2914,5	43,3	0,1	343,7	513,8	2005,2
17239400	3094,3	48,6	0,1	263,8	565,3	2209
17239500	2996,2	41,4	0,1	249,1	493,3	2206,2
17239600	3263,3	11,8	0,1	366,8	561,8	2312,7
17239700	3264,2	32,9	0,2	298,5	557,9	2365,6
17239800	3592,3	21,4	0,2	327,5	548,1	2686,5
17239900	3364,6	28,6	0,1	288,6	613,5	2426,2
17240000	3494,3	44,3	0,2	372,8	596,1	2473,2
17240100	3497,5	48,4	0,1	234	529,5	2677,9
17240200	3937	50	0,2	280,8	587,6	3010,6
17240300	3985,9	27,4	0,6	316,7	572	3060,3
17240400	3982,8	8,6	0,1	365,3	582	3017,9
17240501	3868,7	24,8	0,1	342,9	565,1	2926
17240601	3891,2	36,5	0,1	303,5	560,4	2981,6
17240701	3701,1	14,9	0,1	297,3	542,2	2837,6
17240801	4316,2	8	0,1	388	626,2	3285,4
17240901	3855,9	5,1	0,1	309,9	592,8	2922,9
17241001	3558,9	14	0,1	297,8	611,2	2628,2
17241101	4223,5	12,3	0,1	311,3	647,3	3243,8
17241200	4358	7,7	0,1	325,7	667,2	3348,7
17241300	4324,6	6,8	0,2	347	661,1	3298,3
17241400	4818,6	18	0,1	475,8	721,7	3593,1
17241500	4342,8	16,5	0,1	368,6	699,3	3251,4
17241600	4001,6	10,6	0,1	327,1	615,4	3042,8
17241700	4641,6	17,7	0,1	353,2	761	3502,8
17241800	4164,9	8,6	0,2	319,4	707,5	3123,2
17241900	4012,1	2,3	0,1	285,8	686,9	3031,1
17242000	4307,4	26,9	0,2	350	730,8	3191,7
17242100	4147,7	16,2	0,3	417,5	719,7	2986,1
17242200	3912,5	27,3	0,1	359,5	655,4	2862,9
17242300	4281,2	19,5	0,2	305,6	701,7	3246,1
17242400	3438,5	9,7	0,1	300,8	619,5	2501
17242500	3760,7	10,6	0,1	415,5	517,8	2808,6
17242600	4027,5	7	0,1	336,3	562,7	3114,3
17242700	3890,7	6,4	0,1	380,4	647	2848,9
17242800	3879,5	8	0,1	374,4	704	2786
17242900	4060	12,6	0,1	326,5	730,9	2983,2
17243100	3703,9	12,5	0,1	339,9	637,7	2706,5
17243201	4119	20,3	0,1	348,5	559,3	3183,1
17243301	3848,4	17,8	0,1	323,6	619	2880
17243401	3835,2	15,5	0,1	292,7	692,2	2797,2
17243501	4234,7	9,7	0,1	412	683,3	3121,2
17243601	4139	10,1	0,1	330	751,9	3039,5
17243701	3856,1	9,5	0,1	316,4	732,9	2789,2
17243801	4054,6	8,1	0,1	361,7	699,2	2976,7
17243901	4095,6	14,3	0,1	290,5	746,3	3035,5
17244001	3932,4	11,8	0,1	370,8	729,5	2810,7
17244101	4244,8	8,1	0,1	373	661,5	3193,7
17244201	4226,5	15,2	0,1	406,4	710,1	3087,6
17244301	4014,7	19,7	0,1	400,5	726	2861,5
17244401	4196,6	47,3	0,2	329,5	636,6	3175,9
17244501	3798,2	19,7	0,1	391,8	603,5	2776,5
17244601	3625,4	19	0,1	283,1	604,2	2713,2
17244701	4119,8	23,6	0,1	384,2	628,1	3076,6
17244801	3941	8	0,1	311,3	684,8	2929,2
17244901	4241,6	19,8	0,1	233,2	664,5	3314,6
17245001	3869,8	14,7	0,1	294,7	641,8	2911,7
17245101	3892,9	12,2	0,1	304,1	605,4	2946,7
17245201	4252	9,6	0,1	367,7	625,5	3241,9
17245301	3919,3	2,2	0,1	479,4	624,5	2805,7
17245401	4001,2	11,8	0,1	359,3	725,4	2897,2
17245501	4026,6	15	0,1	329,7	691	2984,1
17245601	4225,4	15,9	0,1	334,5	648,1	3219,8
17245701	3788,9	18,3	0,1	373,3	606	2784,3
17245801	3983,4	14,2	0,1	257,4	633,8	3070
17245901	3931,2	7,5	0,1	368,1	635,8	2911,6
17246001	3968,8	15,6	0,1	306,5	663,3	2976,7
17246101	3767,2	41,8	0,1	250,9	715,7	2752,4
17246201	3969,8	28,9	0,1	287,3	601,7	3044,5
17246301	3925,6	27,8	0,1	408,4	575	2907,4
17246401	3784,7	23,5	0,1	327,6	594,8	2832,3
17246501	4192,3	38,8	0,1	273,3	562,8	3310,4
17246600	4122,9	16,8	0,1	304,2	603,1	3190
17246700	4424,9	25,1	0,2	373,6	673,8	3342
17246800	4809,1	17,6	0,1	390,9	687,7	3703,6
17246900	4602,2	4,5	0,1	397	733,4	3456
17247000	4085,2	6,5	0,1	393,4	666	3011,5
17247100	4440,1	9,3	0,2	364,6	785,6	3272,7
17247200	3933	6,8	0,1	374,2	695,9	2848,2
17247300	3721,3	11,6	0,2	300,3	652,5	2748,8
17247400	4575,9	14,8	0,2	391	699,2	3462,9
17247500	4180,2	13,8	0,2	376,7	629,6	3153,3
17247600	3941,6	6,1	0,1	329,8	682	2917
17247700	3829,5	14,6	0,2	278,1	645,7	2884,4
17247800	3938	20,8	0,1	344,3	710,7	2853,8
17247900	3834,8	21,5	0,1	338,1	527	2940,7
17248000	3697,3	33,6	0,1	288,1	538,4	2830
17248100	4153,7	43,3	0,1	438,5	700	2964,9
17248200	4261,6	39,8	0,1	409,6	712,1	3094
17248300	4164,8	53,8	0,1	329	575,8	3199,5
17248400	3800,7	15,7	0,1	310,7	586,3	2881,4
17248500	3833,7	12,3	0,1	347	615,6	2851,6
17248600	4165,3	5,6	0,3	408	677,6	3066,9
17248700	4195,8	11,2	0,1	311,1	791,6	3074,4
17248800	4179,3	28,5	0,1	294,6	711,3	3136,9
17248900	4354,7	14,3	0,1	322,7	697,5	3312,5
17249000	4274,6	4,8	0,2	395	707,6	3158,6
17249100	4088	8,4	0,1	335	752,9	2982,6
17249200	4034	12,7	0,1	433,1	630,5	2948,5
17249300	4171,3	11,9	0,1	391,9	608,6	3149,6
17249400	4219,7	16,3	0,1	322,3	596,1	3276,5
17249500	4073,1	34,8	0,1	390,2	575,9	3064,8
17249600	4081,9	46,6	0,2	305,6	619,9	3101,2
17249700	4069,6	55,2	0,2	314,1	651,8	3039,9
17249800	4089	13	0,1	366	646,6	3053,8
17249900	4059,4	11,8	0,1	365,9	584,8	3088
17250000	3813,5	31,6	0,1	331,8	578	2863,8
17250100	3658,5	14,6	0,1	298,2	560	2777,2
17250200	3881	38,1	0,1	352,3	570,4	2911,9
17250300	3686,6	32,6	0,1	355,8	591,4	2699,1
17250400	3639,4	33,1	0,2	338,6	586,1	2673,6
17250500	4097,6	37,3	0,2	405,7	608,7	3038,3
17250600	3927	32,4	0,2	309,2	627,9	2949,6
17250700	4278,8	12,7	0,2	391	671,2	3195,8
17250800	4075,7	37,4	0,2	280	634,1	3116,5
17250900	4180,4	17,2	0,1	262,4	672,2	3220
17251000	4043,8	8,9	0,1	263,7	550,2	3212,4
17251100	4092,2	21,4	0,1	340,1	690,5	3031,7
17251200	4226,2	16,7	0,1	315,9	722	3162,9
17251300	4061,8	12,3	0,1	371,1	603,2	3068,1
17251400	3774	5	0,1	284,4	576,7	2900,8
17251500	4321,1	10,3	0,1	353,7	764,6	3184,4
17251600	3998,5	16,6	0,1	334,6	711,2	2929,1
17251700	4075,9	18,9	0,1	354,3	664,6	3031,3
17251800	4283,3	13,4	0,1	326,3	701,7	3233,1
17251897	4546	8,8	0,2	384	711,4	3420,3
17251997	4574,1	29	0,1	372,6	820,5	3341,5
17252097	4977	13,2	0,2	369,5	794,8	3789,8
17252196	4584,8	21,4	0,2	368,4	759,1	3426,2
17252296	4571,9	16,8	0,5	436,3	852,1	3243,8
17252396	4690,2	98,2	0,7	379,8	777,1	3424,7
17252496	4111	31,7	0,1	415,2	632,5	3023,3
17252596	4020,7	38,3	0,1	284,9	563,6	3127,7
17252696	4156,8	53,4	0,2	323,5	610,7	3159,8
17252796	3876	39,3	0,1	380,1	590,6	2858,9
17252896	3787,3	58,6	0,1	325,5	539,1	2856,8
17252996	4169,4	60,2	0,1	313,4	549,8	3238,7
17253096	4121,4	80,2	0,1	293,1	599,3	3140,6
17253196	3704,4	57,8	0,1	263,8	570,6	2805,7
17253296	3643,6	80,6	0,2	356,1	600	2598,2
17253396	3433,7	65,2	0,1	384,7	550,2	2425,1
17253496	3428,9	51,6	0,2	327,5	621,4	2418,8
17253596	3354,9	84,6	0,2	357	568,7	2335,3
17253696	3482,3	66,9	0,2	375,1	594,9	2435,6
17253795	3450,3	81,7	0,2	262,3	602,7	2493,9
17253895	3686,9	17,4	0,2	359,3	712,1	2575,7
17253995	4257,5	46,8	0,1	339,6	661,8	3200,5
17254095	4325,6	33,7	0,2	362	652,7	3267,7
17254195	3638,4	70,4	0,2	433,2	549,5	2575,6
17254295	4218,6	45,7	0,1	429,3	610,3	3123,9
17254395	4168,7	25,4	0,1	354,2	621,3	3148,1
17254495	4096,9	28,7	0,1	454,3	595,5	2993,1
17254595	4154,7	32,8	0,2	455,2	582,3	3075,3
17254695	4455,8	17,3	0,1	367,3	569,5	3471,5
17254795	3895,3	6,5	0,1	306,5	606,9	2965,9
17254895	4052,3	20,9	0,1	365,6	573,4	3083,3
17254995	4023,3	4,7	0,1	293	587,4	3129,4
17255095	3842,7	16,5	0,1	328,5	637,2	2851,2
17255195	4187,9	26,9	0,1	359	623,5	3169,2
17255295	3945,2	22,7	0,1	372,1	566,6	2974,4
17255395	3995,2	27	0,1	354,1	610,5	2994,8
17255495	3783,4	11,1	0,2	299,7	565,8	2897,9
17255595	3920,6	20,4	0,1	377,3	500,5	3009,3
17255695	3857,2	15,3	0,1	340	575,9	2916,5
17255795	4016,4	23,6	0,2	355,9	714,5	2913,3
17255895	4246,9	63,3	0,2	286,5	594	3293,7
17255995	4236,8	11,1	0,1	317,6	642,1	3256,3
17256095	3894,2	11,8	0,1	374,2	660,8	2838,5
17256195	3777	12,5	0,1	330,7	651,8	2773,3
17256295	3724,7	6,4	0,1	307	732,3	2670,3
17256395	3515,9	11,3	0,1	301,2	597	2597,6
17256495	4302,8	25,7	0,1	312,4	648,1	3308,2
17256595	3905,9	8,7	0,1	351,3	664,9	2871,5
17256695	3984,9	21,2	0,1	298,1	744,3	2911,2
17256795	4253,9	20,1	0,1	416,2	724,7	3084
17256895	3932,3	9,2	0,2	352,1	691,5	2869,7
17256995	3664,6	14	0,1	307	650	2684,1
17257095	4016,1	25,6	0,1	321,2	650,8	3009
17257195	4393,9	8,7	0,2	435,8	648,7	3291,6
17257295	3831,4	24,1	0,1	310,5	693,2	2794,6
17257395	4063,4	38,3	0,2	395,1	593,1	3026,8
17257495	4212,2	25,8	0,1	382	639,4	3155,7
17257594	3703,9	23,8	0,1	323,7	608,5	2739
17257694	4227,8	14,5	0,1	401,7	712,7	3089,6
17257794	5144,7	40,9	0,2	320,3	805,4	3968
17257894	4632,2	23,9	0,1	357,4	870,7	3355,2
17257994	4246,8	15,7	0,1	258,6	743,1	3220,5
17258095	4522,5	7,2	0,1	367,8	668,8	3468,6
17258195	4083,6	8,6	0,1	305,6	672,2	3088,6
17258295	4178,9	18,5	0,1	397,5	739,9	3014,6
17258395	4344,3	8,3	0,1	331,5	727,6	3267,7
17258495	3897,4	6,6	0,1	388,1	759,4	2734,8
17258595	4015,4	21,2	0,1	312,7	776,3	2896,3
17258695	3983,5	35,6	0,1	272,9	628,7	3037,8
17258795	4494,2	18,8	0,1	379,6	694,2	3388,5
17258895	3975,1	17,4	0,2	316,8	595,3	3036
17258995	3922,4	28,7	0,2	350,2	712,9	2820,5
17259095	4008,9	40,3	0,2	346	597	3001,6
17259195	3814,1	9,3	0,1	321,1	600,2	2874
17259295	3672,9	26,7	0,1	304,8	702	2630,3
17259395	4032,6	18,8	0,1	360,3	717,2	2926,8
17259495	4027,6	4,6	0,1	355,5	666,7	2991,4
17259595	4069,6	10,4	0,1	405,1	750,8	2894,1
17259695	4042,6	9,7	0,1	400,5	757,6	2865,5
17259795	3947,7	6,4	0,1	338,5	743,8	2849,4
17259895	4252,3	11,2	0,1	375,9	748,4	3106,9
17259995	4025,3	25,3	0,1	300,9	742,5	2947,6
17260095	4247,8	15,8	0,2	443,8	770,4	3009,1
17260195	4299,8	27,7	0,1	316,2	683,6	3263,7
17260295	4201,8	34,2	0,1	344,4	666,9	3140,1
17260495	3933,3	42,8	0,1	337,1	626,8	2905,9
17260595	3386,5	27	0,1	322,4	610,4	2418,9
17260695	3672,4	23,2	0,1	316,7	598,9	2726
17260795	3707	58,3	0,1	376,2	550	2714,9
17260896	3260,8	32,4	0,2	356	596,1	2268,9
17260996	3528	21	0,1	386,2	674	2439
17261096	3356,1	41,9	0,1	321,3	587,6	2397,2
17261196	3372,6	32,1	0,1	349,5	577	2405
17261296	3282,5	61,7	0,1	298,7	595,7	2320
17261396	3444,1	59,9	0,1	327,8	641,9	2392,6
17261496	3067	15,2	0,1	272	591,1	2181,4
17261596	3862,5	29,5	0,1	394,4	615,1	2813,1
17261696	3052,5	16	0,1	285,9	581,7	2159,9
17261796	3344,3	38,7	0,1	357,5	552,7	2385,5
17261896	3460,2	42,7	0,1	339,6	585,9	2482,8
17261996	3389	41,3	0,3	369,7	565,9	2403,1
17262096	3172,1	47	0,1	350,2	528,4	2237,7
17262196	3293,7	53	0,1	289,7	548,9	2392,8
17262296	3290,4	35,3	0,1	337,3	544,6	2364,4
17262396	3340,7	31,1	0,1	255,3	563,4	2483,2
17262496	3719	58,1	0,1	371,8	539,9	2741
17262596	3931,7	48,2	0,1	302,9	540,7	3033,1
17262696	3526,2	27	0,1	298,7	555	2638,4
17262796	3869,7	29,1	0,1	322,2	547	2963,5
