tick	antikeeper	attacker	builder	claimer	harvester	healer	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17325635	0.73	0	0	0.31	0.58	0	0	0.41	0.40	0.40	0.10	0.34
17325788	1.16	0	0	0.25	0.54	0	0	0.54	0.49	0.50	0.12	0.35
17325993	0.88	0	0	0.70	0.62	0	0	0.48	0.60	0.45	0.18	0.36
17326145	0.78	0	0	0.25	0.78	0	0	0.50	0.99	0.50	0.11	0.44
17326356	0.91	0	0	0.78	0.56	0	0	0.55	0.51	0.50	0.09	0.51
17326511	0.89	0	0	0.47	0.72	0	0.44	0.52	0.56	0.50	0.11	0.43
17326629	0.83	0	0	0.57	0.76	0	0.63	0.52	0.64	0.50	0.12	0.42
17326762	0.71	0	0	0.24	0.55	0	0.63	0.59	0.51	0.50	0.12	0.48
17327056	0.63	0	0	0.32	0.57	0	0.48	0.60	0.57	0.43	0.11	0.31
17327156	0	0	0	0.47	0.63	0	0.35	0.58	0.56	0.47	0.10	0.33
17327257	0	0	0	0.52	0.66	0	0.45	0.55	0.64	0.46	0.12	0.46
17327357	0	0	0	0.29	0.75	0	0.44	0.42	0.87	0.49	0.09	0.50
17327457	0	0	0	0.23	0.77	0	0.38	0.44	0.54	0.50	0.12	0.37
17327557	0.44	0	0	0.82	0.71	0	0.54	0.55	0.63	0.49	0.08	0.34
17327657	0.92	0	0	0.31	0.62	0	0.33	0.43	0.55	0.53	0.15	0.32
17327757	0.94	0	0	0.24	0.65	0	0.49	0.61	0.50	0.50	0.09	0.41
17327867	0.91	0	0	0.71	0.73	0	0.74	0.51	0.56	0.50	0.12	0.37
17327970	0.82	0	0	0.32	0.64	0	1.39	0.59	0.46	0.50	0.11	0.35
17328070	1.00	0	0	0.24	0.61	0	0.93	0.50	0.55	0.50	0.09	0.31
17328170	0.94	0	0	0.24	0.67	0	1.48	0.57	0.41	0.46	0.12	0.34
17328369	0.99	0	0	0.26	0.71	0	0.67	0.57	0.56	0.37	0.11	0.39
17328469	1.18	0	0	0.24	0.75	0	0.79	0.56	0.54	0.52	0.15	0.40
17328569	0.83	0	0	0.58	0.81	0	0	0.53	0.55	0.52	0.14	0.33
17328669	0.69	0	0	0.31	0.68	0	0	0.47	0.55	0.48	0.12	0.31
17328769	1.06	0	0	0.26	0.78	0	0	0.51	0.42	0.45	0.10	0.35
17328869	0.86	0	0	0.56	0.76	0	0	0.48	0.33	0.48	0.09	0.36
17328969	0.55	0	0	0.67	0.65	0	0	0.49	0.38	0.50	0.10	0.32
17329069	0.82	0	0	0.29	0.79	0	0	0.54	0.44	0.52	0.12	0.39
17329169	1.02	0	0	0.23	0.69	0	0	0.58	0.34	0.50	0.10	0.37
17329269	0.78	0	0	0.78	0.84	0	0.58	0.42	0.30	0.50	0.09	0.32
17329369	0.97	0	0	0.37	0.64	0	0.50	0.48	0.40	0.50	0.11	0.31
17329469	0.70	0	0	0.23	0.62	0	0.39	0.53	0.38	0.52	0.11	0.33
17329569	0.91	0	0	0.69	0.73	0	0.39	0.50	0.56	0.44	0.11	0.29
17329769	0.48	0	0	0.26	0.75	0	0.36	0.50	0.46	0.50	0.13	0.32
17329869	0.96	0	0	0.64	0.67	0	0.41	0.53	0.48	0.43	0.12	0.31
17329969	0.80	0	0	0.32	0.67	0	0.46	0.51	0.56	0.46	0.18	0.32
17330169	0.73	0	0	0.69	0.80	0	0.44	0.46	0.45	0.50	0.12	0.31
17330269	1.04	0	0	0.50	0.61	0	0.40	0.52	0.60	0.45	0.11	0.32
17330369	0.62	0	0	0.28	0.78	0	0.48	0.47	0.48	0.49	0.14	0.30
17330469	0.62	0	0	0.36	0.84	0	0.38	0.44	0.47	0.50	0.13	0.33
17330569	0.85	0	0	0.54	0.75	0	0.41	0.61	0.50	0.55	0.11	0.30
17330669	0.77	0	0	0.28	0.74	0	0.40	0.46	0.47	0.50	0.12	0.29
17330769	1.14	0	0	0.25	0.64	0	0.58	0.40	0.51	0.50	0.12	0.30
17330869	0.91	0	0	0.65	0.52	0	0.15	0.33	0.35	0.45	0.10	0.31
17330970	0	0	0	0.27	0.80	0	0	0.28	0.25	0.45	0.09	0.28
17331070	0.65	0	0	0.25	0.46	0	0	0.28	0.36	0.38	0.09	0.34
17331170	0.40	0	0	0.66	0.67	0	0	0.36	0.38	0.48	0.09	0.39
17331270	0.49	0	0	0.28	0.83	0	0	0.29	0.27	0.46	0.14	0.34
17331370	0.51	0	0	0.26	0.56	0	0	0.36	0.40	0.46	0.10	0.42
17331471	0.63	0	0	0.77	0.70	0	0	0.29	0.36	0.43	0.17	0.41
17331571	0.44	0	0	0.46	0.70	0	0	0.36	0.30	0.49	0.09	0.35
17331671	0.39	0	0	0.27	0.56	0	0	0.47	0.56	0.50	0.10	0.39
17331771	0	0	0	0.63	0.66	0	0	0.52	0.53	0.50	0.09	0.40
17331871	0	0	0	0.75	0.74	0	0	0.50	0.40	0.50	0.10	0.36
17331971	0	0	0	0.28	0.71	0	0	0.51	0.41	0.50	0.10	0.34
17332071	0	0	0	0.60	0.78	0	0	0.46	0.44	0.51	0.08	0.30
17332171	0	0	0	0.39	0.69	0	0	0.51	0.39	0.49	0.10	0.37
17332271	0	0	0	0.30	0.76	0	0	0.42	0.49	0.31	0.10	0.32
17332371	0.65	0	0	0.27	0.69	0	0	0.51	0.36	0.55	0.11	0.31
17332471	0.47	0	0	0.72	0.71	0	0	0.47	0.43	0.48	0.09	0.31
17332571	0.79	0	0	0.34	0.55	0	0	0.45	0.49	0.40	0.09	0.32
17332671	0.15	0	0	0.23	0.64	0	0	0.48	0.50	0.37	0.10	0.30
17332771	0.84	0	0	0.43	0.63	0	0	0.50	0.61	0.47	0.15	0.36
17332871	1.12	0	0	0.47	0.94	0	0	0.44	0.46	0.50	0.08	0.30
17332971	0.45	0	0	0.24	0.70	0	0	0.48	0.55	0.47	0.11	0.36
17333071	0.79	0	0	0.33	0.56	0	0	0.47	0.44	0.49	0.14	0.35
17333171	0.88	0	0	0.60	0.84	0	0	0.43	0.44	0.51	0.11	0.31
17333271	0.70	0	0	0.27	0.73	0	0	0.46	0.53	0.52	0.11	0.33
17333371	0.89	0	0	0.29	0.68	0	0	0.49	0.44	0.50	0.13	0.33
17333471	0.83	0	0	0.60	0.71	0	0	0.46	0.42	0.47	0.11	0.29
17333571	0.56	0	0	0.28	0.87	0	0	0.58	0.48	0.48	0.13	0.31
17333670	1.20	0	0	0.27	0.82	0	0	0.54	0.41	0.40	0.15	0.32
17333770	0.94	0	0	0.48	0.83	0	0	0.59	0.52	0.39	0.15	0.33
17333870	0.67	0	0	0.80	0.94	0	0	0.48	0.56	0.42	0.14	0.37
17333970	0.92	0	0	0.40	1.01	0	0	0.64	0.51	0.52	0.11	0.32
17334070	0.99	0	0	0.42	0.73	0	0	0.57	0.53	0.49	0.10	0.30
17334170	1.06	0	0	0.44	0.69	0	0	0.51	0.47	0.49	0.12	0.38
17334270	0.67	0	0	0.28	0.72	0	0	0.50	0.41	0.49	0.11	0.30
17334370	0.72	0	0	0.54	0.77	0	0	0.51	0.56	0.50	0.13	0.31
17334470	0.91	0	0	0.42	0.75	0	0	0.60	0.63	0.52	0.14	0.32
17334570	0.61	0	0	0.41	0.68	0	0	0.52	0.43	0.51	0.12	0.30
17334670	1.03	0	0	0.49	0.77	0	0	0.59	0.50	0.51	0.14	0.32
17334770	0.81	0	0	0.33	0.73	0	0	0.59	0.62	0.51	0.12	0.34
17334870	1.12	0	0	0.43	0.67	0	0	0.50	0.43	0.45	0.13	0.35
17334970	1.25	0	0	0.44	0.60	0	0	0.48	0.51	0.26	0.11	0.31
17335070	0.62	0	0	0.31	0.65	0	0	0.50	0.50	0.50	0.13	0.29
17335170	0.93	0	0	0.80	0.73	0	0	0.54	0.41	0.46	0.11	0.33
17335270	0.87	0	0	0.31	0.67	0	0	0.55	0.51	0.45	0.08	0.32
17335370	0.53	0	0	0.51	0.70	0	0	0.25	0.34	0.41	0.09	0.36
17335470	0.98	0	0	0.45	0.65	0	0	0.31	0.52	0.52	0.07	0.34
17335570	0.39	0	0	0.27	0.69	0	0	0.22	0.33	0.49	0.07	0.31
17335670	0	0	0	0.29	0.64	0	0	0.29	0.22	0.50	0.09	0.38
17335770	0	0	0	0.60	0.92	0	0	0.23	0.19	0.49	0.07	0.36
17335870	0	0	0	0.30	0.71	0	0	0.27	0.23	0.50	0.08	0.33
17335970	0	0	0	0.26	0.70	0	0	0.31	0.26	0.51	0.09	0.34
17336070	0	0	0	0.58	0.77	0	0	0.25	0.26	0.51	0.10	0.32
17336170	0	0	0	0.28	0.69	0	0	0.38	0.34	0.44	0.10	0.30
17336270	0	0	0	0.29	0.73	0	0	0.31	0.31	0.44	0.10	0.31
17336370	0.44	0	0	0.67	0.64	0	0	0.28	0.22	0.48	0.10	0.32
17336470	0.45	0	0	0.36	0.60	0	0	0.40	0.27	0.39	0.09	0.31
17336570	0.45	0	0	0.30	0.70	0	0	0.31	0.21	0.46	0.10	0.37
17336670	0	0	0	0.63	0.73	0	0	0.30	0.20	0.47	0.09	0.35
17336770	0	0	0	0.36	0.70	0	0	0.23	0.41	0.49	0.06	0.42
17336870	0.51	0	0	0.28	0.71	0	0	0.36	0.33	0.49	0.09	0.40
17336970	0.59	0	0	0.61	0.90	0	0	0.32	0.34	0.51	0.11	0.35
17337070	0.55	0	0	0.42	0.77	0	0	0.54	0.58	0.50	0.08	0.34
17337170	0.40	0	0	0.31	0.62	0	0	0.57	0.54	0.50	0.11	0.49
17337270	0.40	0	0	0.24	0.79	0	0	0.52	0.53	0.52	0.12	0.34
17337370	0.52	0	0	0.61	0.74	0	0	0.60	0.44	0.50	0.08	0.33
17337470	0.35	0	0	0.39	0.73	0	0	0.56	0.56	0.52	0.10	0.31
17337570	0.42	0	0	0.25	0.83	0	0	0.53	0.53	0.41	0.11	0.30
17337670	0.44	0	0	0.61	0.72	0	0	0.53	0.44	0.40	0.09	0.28
17337770	0.51	0	0	0.40	0.79	0	0	0.56	0.56	0.48	0.12	0.35
17337870	0.43	0	0	0.31	1.01	0	0	0.53	0.52	0.45	0.12	0.32
17337970	0.47	0	0	0.56	0.68	0	0	0.61	0.47	0.48	0.11	0.36
17338070	0.44	0	0	0.39	0.70	0	0	0.58	0.50	0.45	0.10	0.34
17338170	0.45	0	0	0.28	0.81	0	0	0.49	0.80	0.49	0.10	0.33
17338270	0.60	0	0	0.60	0.71	0	0	0.51	0.53	0.50	0.13	0.34
17338370	0.40	0	0	0.33	0.84	0	0	0.56	0.47	0.43	0.11	0.35
17338470	0.71	0	0	0.28	0.93	0	0	0.48	0.47	0.50	0.13	0.30
17338570	0.51	0	0	0.65	0.86	0	0	0.53	0.44	0.50	0.10	0.42
17338670	1.23	0	0	0.34	0.70	0	0	0.55	0.52	0.51	0.14	0.35
17338770	1.09	0	0	0.63	0.76	0	0	0.57	0.46	0.52	0.15	0.35
17338870	0.85	0	0	0.57	0.79	0	0	0.49	0.51	0.39	0.11	0.30
17338970	0.59	0	0	0.27	0.72	0	0	0.56	0.49	0.46	0.14	0.30
17339070	0.78	0	0	0.37	0.69	0	0	0.52	0.51	0.48	0.13	0.34
17339170	1.00	0	0	0.70	0.77	0	0	0.44	0.45	0.38	0.11	0.32
17339269	0.89	0	0	0.47	0.75	0	0	0.50	0.51	0.38	0.19	0.34
17339369	0.74	0	0	0.38	0.86	0	0	0.53	0.61	0.52	0.14	0.33
17339469	1.06	0	0	0.48	1.05	0	0	0.55	0.72	0.44	0.12	0.37
17339569	0.76	0	0	0.41	0.84	0	0	0.50	0.77	0.48	0.12	0.31
17339669	0.75	0	0	0.43	0.85	0	0	0.41	0.48	0.50	0.13	0.31
17339769	0.82	0	0	0.40	0.74	0	0	0.48	0.49	0.53	0.11	0.31
17339869	0.73	0	0	0.42	0.75	0	0	0.47	0.51	0.50	0.14	0.31
17339969	0.68	0	0	0.33	0.63	0	0	0.43	0.44	0.50	0.12	0.31
17340069	0.60	0	0	0.37	0.65	0	0	0.53	0.50	0.49	0.10	0.32
17340169	0.94	0	0	0.44	0.79	0	0	0.47	0.47	0.44	0.12	0.32
17340269	0.70	0	0	0.37	0.77	0	0	0.45	0.45	0.43	0.13	0.35
17340369	0.56	0	0	0.32	0.55	0	0	0.45	0.45	0.39	0.10	0.29
17340469	0.70	0	0	0.64	0.72	0	0	0.56	0.42	0.53	0.12	0.38
17340569	0.71	0	0	0.27	0.63	0	0	0.45	0.42	0.46	0.10	0.33
17340669	0.90	0	0	0.45	0.90	0	0	0.24	0.33	0.50	0.15	0.35
17340769	0.61	0	0	0.72	0.73	0	0	0.28	0.29	0.45	0.08	0.35
17340869	0.62	0	0	0.29	0.70	0	0.66	0.25	0.58	0.48	0.09	0.34
17340969	0.45	0	0	0.49	0.62	0	0.03	0.24	0.40	0.50	0.10	0.36
17341069	0.58	0	0	0.72	0.79	0	0.06	0.30	0.41	0.50	0.09	0.34
17341169	0	0	0	0.37	0.56	0	0.17	0.37	0.42	0.50	0.10	0.32
17341269	0	0	0	0.35	0.72	0	0.14	0.29	0.54	0.50	0.09	0.30
17341369	0.47	0	0	0.47	0.73	0	0.15	0.39	0.57	0.51	0.12	0.33
17341469	0.42	0	0	0.34	0.65	0	0.08	0.33	0.48	0.47	0.07	0.34
17341569	0.42	0	0	0.35	0.57	0	0.01	0.31	0.55	0.37	0.09	0.34
17341669	0.54	0	0	0.44	0.77	0	0.01	0.35	0.56	0.48	0.10	0.31
17341769	0	0	0	0.33	0.80	0	0.01	0.32	0.27	0.47	0.10	0.36
17341869	0	0	0	0.42	0.64	0	0.01	0.42	0.37	0.40	0.06	0.31
17341969	0	0	0	0.42	0.60	0	0.02	0.35	0.38	0.57	0.21	0.39
17342069	0	0	0	0.53	0.86	0	0.02	0.28	0.33	0.52	0.10	0.35
17342169	0.59	0	0	0.41	0.58	0	0.02	0.34	0.55	0.49	0.09	0.37
17342269	0.46	0	0	0.33	0.93	0	0.16	0.39	0.48	0.49	0.09	0.36
17342469	0.38	0	0	0.40	0.64	0	0.45	0.43	0.57	0.50	0.07	0.37
17342569	0.55	0	0	0.29	0.72	0	0.68	0.63	0.53	0.50	0.12	0.37
17342769	0.54	0	0	0.51	0.69	0	0	0.53	0.54	0.47	0.09	0.35
17342869	0.50	0	0	0.43	0.89	0	0	0.52	0.53	0.48	0.13	0.34
17342969	0.51	0	0	0.55	0.81	0	0	0.50	0.45	0.42	0.12	0.30
17343069	0.43	0	0	0.30	0.59	0	0	0.51	0.50	0.34	0.13	0.31
17343169	0.64	0	0	0.43	0.63	0	0	0.51	0.45	0.44	0.11	0.29
17343269	0.63	0	0	0.48	0.82	0	0	0.52	0.46	0.53	0.19	0.32
17343369	0.53	0	0	0.27	0.78	0	0	0.47	0.49	0.50	0.16	0.30
17343469	0.56	0	0	0.35	0.73	0	0	0.48	0.53	0.43	0.10	0.31
17343570	0.64	0	0	0.53	0.89	0	0	0.54	0.61	0.48	0.14	0.32
17343670	0.49	0	0	0.32	0.76	0	0	0.47	0.46	0.49	0.12	0.32
17343770	0.89	0	0	0.34	0.80	0	0	0.54	0.45	0.50	0.12	0.31
17343870	1.28	0	0	0.70	0.80	0	0	0.44	0.49	0.53	0.13	0.35
17343970	0.80	0	0	0.63	0.74	0	0	0.50	0.42	0.52	0.12	0.34
17344070	0.58	0	0	0.27	0.70	0	0	0.54	0.52	0.50	0.11	0.33
17344170	0.74	0	0	0.46	0.79	0	0	0.45	0.50	0.47	0.14	0.31
17344270	0.75	0	0	0.45	0.71	0	0	0.45	0.54	0.37	0.14	0.32
17344370	0.49	0	0	0.27	0.69	0	0	0.51	0.46	0.46	0.15	0.33
17344470	0.76	0	0	0.36	0.66	0	0	0.46	0.46	0.48	0.14	0.31
17344570	0.98	0	0	0.53	0.65	0	0	0.54	0.50	0.42	0.12	0.36
17344670	0.74	0	0	0.26	0.56	0	0	0.54	0.46	0.45	0.10	0.35
17344770	0.81	0	0	0.36	0.71	0	0	0.46	0.47	0.36	0.11	0.33
17344870	0.91	0	0	0.53	0.75	0	0	0.46	0.64	0.47	0.12	0.29
17344969	0.99	0	0	0.28	0.89	0	0	0.52	0.50	0.52	0.14	0.34
17345069	0.90	0	0	0.46	0.98	0	0	0.47	0.51	0.51	0.16	0.31
17345169	0.80	0	0	0.55	1.00	0	0	0.47	0.65	0.52	0.13	0.36
17345269	1.13	0	0	0.51	0.72	0	0	0.56	0.47	0.52	0.13	0.34
17345369	0.61	0	0	0.26	0.67	0	0	0.51	0.48	0.52	0.12	0.29
17345469	0.46	0	0	0.41	0.62	0	0	0.45	0.54	0.47	0.11	0.30
17345569	0.39	0	0	0.53	0.71	0	0	0.58	0.41	0.44	0.11	0.35
17345669	0.43	0	0	0.29	0.66	0	0	0.43	0.47	0.42	0.12	0.35
17345769	0.37	0	0	0.23	0.69	0	0	0.52	0.47	0.45	0.09	0.34
17345869	0.35	0	0	0.62	0.65	0	0	0.50	0.46	0.45	0.15	0.39
17345969	0.46	0	0	0.28	0.80	0	0	0.49	0.50	0.48	0.19	0.32
17346069	0.40	0	0	0.24	0.64	0	0.69	0.48	0.49	0.45	0.08	0.29
17346169	0.49	0	0	0.57	0.66	0	0.54	0.54	0.57	0.50	0.10	0.31
17346269	0.44	0	0	0.27	0.69	0	0.65	0.46	0.48	0.43	0.13	0.33
17346370	0.46	0	0	0.32	0.74	0	0.66	0.47	0.54	0.45	0.10	0.29
17346470	0.34	0	0	0.69	0.83	0	0.53	0.47	0.40	0.47	0.13	0.29
17346570	0.47	0	0	0.28	0.77	0	0.63	0.51	0.49	0.47	0.10	0.30
17346670	0.45	0	0	0.25	0.71	0	0.60	0.41	0.46	0.50	0.13	0.29
17346770	0.53	0	0	0.69	0.68	0	0.59	0.46	0.40	0.47	0.13	0.31
17346870	0.90	0	0	0.29	0.97	0	0.66	0.54	0.50	0.47	0.11	0.30
17347070	0.44	0	0	0.70	0.70	0	0.46	0.54	0.35	0.47	0.11	0.35
17347170	0.93	0	0	0.42	0.66	0	0.59	0.55	0.43	0.44	0.09	0.33
17347270	1.05	0	0	0.26	0.53	0	0.49	0.48	0.51	0.47	0.18	0.31
17347470	0.77	0	0	0.41	0.79	0	0.56	0.51	0.46	0.52	0.11	0.30
17347570	0.92	0	0	0.30	0.67	0	0.42	0.44	0.62	0.45	0.12	0.30
17347670	0.60	0	0	0.29	0.68	0	0.51	0.52	0.49	0.50	0.10	0.34
17347770	0.61	0	0	0.57	0.76	0	0	0.43	0.44	0.50	0.10	0.30
17347870	0.79	0	0	0.27	0.67	0	0	0.48	0.64	0.49	0.10	0.32
17347970	0.70	0	0	0.29	0.71	0	0	0.49	0.43	0.50	0.12	0.31
17348070	1.05	0	0	0.80	0.74	0	0	0.37	0.35	0.49	0.09	0.29
17348170	0.93	0	0	0.30	0.70	0	0	0.42	0.46	0.40	0.17	0.34
17348270	0.82	0	0	0.25	0.74	0	0	0.51	0.47	0.47	0.15	0.31
17348370	0.51	0	0	0.67	0.70	0	0	0.44	0.41	0.43	0.11	0.35
17348470	0.63	0	0	0.28	0.64	0	0	0.49	0.52	0.32	0.12	0.38
17348570	0.84	0	0	0.26	0.74	0	0	0.29	0.26	0.41	0.15	0.32
17348670	0.58	0	0	0.68	0.72	0	0	0.22	0.16	0.48	0.14	0.32
17348770	0.36	0	0	0.29	0.66	0	0	0.26	0.24	0.49	0.09	0.34
17348870	0.41	0	0	0.25	0.66	0	0	0.29	0.41	0.49	0.11	0.36
17348970	0.43	0	0	0.64	0.68	0	0	0.47	0.44	0.50	0.09	0.35
17349070	0	0	0	0.31	0.68	0	0	0.44	0.52	0.49	0.14	0.37
17349170	0	0	0	0.33	0.61	0	0	0.38	0.47	0.50	0.10	0.42
17349270	0.58	0	0	0.53	0.74	0	0	0.46	0.41	0.50	0.10	0.39
17349370	0.76	0	0	0.39	0.56	0	0	0.48	0.56	0.50	0.09	0.35
17349470	0.67	0	0	0.27	0.69	0	0	0.40	0.55	0.47	0.09	0.36
17349570	0.42	0	0	0.35	0.76	0	0	0.47	0.51	0.44	0.11	0.42
17349670	0.71	0	0	0.41	0.60	0	0	0.49	0.53	0.37	0.10	0.33
17349770	0.59	0	0	0.60	0.67	0	0	0.48	0.43	0.42	0.11	0.31
17349870	0.46	0	0	0.33	0.63	0	0	0.47	0.32	0.46	0.08	0.34
17349970	0.65	0	0	0.43	0.56	0	0	0.44	0.42	0.45	0.09	0.38
17350070	0.54	0	0	0.56	0.64	0	0	0.45	0.44	0.45	0.08	0.31
17350170	0.47	0	0	0.33	0.62	0	0	0.52	0.39	0.49	0.12	0.30
17350270	0.41	0	0	0.35	0.81	0	0	0.48	0.72	0.51	0.12	0.28
17350370	0.39	0	0	0.42	0.65	0	0	0.49	0.48	0.49	0.10	0.29
17350470	0.46	0	0	0.27	0.65	0	0	0.49	0.37	0.50	0.11	0.32
17350569	0.42	0	0	0.44	0.74	0	0	0.50	0.44	0.50	0.11	0.32
17350669	0.47	0	0	0.61	0.84	0	0	0.46	0.52	0.52	0.14	0.36
17350769	0.43	0	0	0.39	0.86	0	0	0.56	0.39	0.49	0.15	0.33
17350869	0.52	0	0	0.54	0.88	0	0	0.57	0.59	0.45	0.15	0.37
17350969	0.42	0	0	0.43	0.80	0	0	0.50	0.56	0.45	0.11	0.38
17351070	0.43	0	0	0.36	0.78	0	0	0.52	0.42	0.44	0.14	0.36
17351170	0.41	0	0	0.41	0.72	0	0	0.50	0.50	0.47	0.12	0.40
17351270	0.55	0	0	0.35	0.75	0	0	0.53	0.51	0.43	0.13	0.32
17351370	0.51	0	0	0.38	0.73	0	0	0.46	0.36	0.50	0.11	0.31
17351470	0.49	0	0	0.61	0.85	0	0	0.46	0.46	0.43	0.14	0.34
17351570	0.41	0	0	0.26	0.65	0	0	0.44	0.60	0.47	0.11	0.31
17351670	0.49	0	0	0.52	0.68	0	0	0.51	0.40	0.50	0.12	0.31
17351770	0.41	0	0	0.46	0.80	0	0	0.49	0.47	0.51	0.13	0.29
17351870	0.49	0	0	0.33	0.75	0	0	0.53	0.50	0.50	0.10	0.29
17351970	0.48	0	0	0.51	0.67	0	0	0.38	0.44	0.51	0.12	0.29
17352070	0.53	0	0	0.29	0.59	0	0	0.54	0.48	0.51	0.12	0.35
17352170	0.44	0	0	0.34	0.57	0	0	0.49	0.51	0.48	0.11	0.31
17352270	0.39	0	0	0.50	0.78	0	0	0.46	0.47	0.43	0.13	0.30
17352370	0.58	0	0	0.41	0.79	0	0	0.51	0.45	0.40	0.14	0.31
17352470	0.45	0	0	0.26	0.79	0	0	0.46	0.54	0.43	0.12	0.36
17352570	0.46	0	0	0.54	0.71	0	0	0.51	0.54	0.48	0.11	0.37
17352670	0.43	0	0	0.72	0.83	0	0	0.55	0.59	0.46	0.10	0.35
17352770	0.41	0	0	0.28	0.69	0	0	0.46	0.53	0.46	0.12	0.38
17352870	0.44	0	0	0.48	0.62	0	0	0.49	0.54	0.48	0.13	0.33
17352970	0.42	0	0	0.49	0.79	0	0	0.46	0.50	0.50	0.12	0.33
17353070	0.42	0	0	0.28	0.73	0	0	0.46	0.49	0.50	0.13	0.31
17353170	0.40	0	0	0.43	0.62	0	0	0.52	0.48	0.50	0.13	0.33
17353270	0.39	0	0	0.54	0.70	0	0	0.52	0.43	0.48	0.14	0.35
17353370	0.39	0	0	0.27	0.76	0	0	0.42	0.48	0.48	0.12	0.35
17353470	0.43	0	0	0.23	0.86	0	0	0.54	0.46	0.51	0.14	0.35
17353570	0.39	0	0	0.57	0.74	0	0	0.51	0.43	0.45	0.10	0.31
17353670	0.44	0	0	0.66	0.72	0	0	0.53	0.48	0.45	0.13	0.33
17353770	0.49	0	0	0.23	0.69	0	0	0.51	0.52	0.43	0.13	0.33
17353870	0.38	0	0	0.47	0.65	0	0	0.51	0.40	0.39	0.17	0.28
17353971	0.39	0	0	0.37	0.82	0	0	0.56	0.49	0.48	0.14	0.34
17354071	0.42	0	0	0.46	0.76	0	0	0.55	0.49	0.48	0.11	0.35
17354171	0.68	0	0	0.23	0.59	0	0	0.42	0.45	0.45	0.11	0.31
17354271	0.53	0	0	0.76	0.70	0	0	0.44	0.46	0.50	0.10	0.31
17354371	0.59	0	0	0.44	0.80	0	0	0.51	0.44	0.54	0.11	0.32
17354471	0.47	0	0	0.27	0.80	0	0	0.44	0.54	0.50	0.13	0.32
17354571	0.50	0	0	0.54	0.68	0	0	0.55	0.41	0.52	0.14	0.33
17354671	0.44	0	0	0.33	0.73	0	0	0.51	0.50	0.50	0.10	0.31
17354771	0.50	0	0	0.30	0.63	0	0	0.47	0.50	0.46	0.14	0.37
17354872	0.37	0	0	0.54	0.80	0	0	0.52	0.47	0.45	0.13	0.30
17354972	0.40	0	0	0.33	0.62	0	0	0.51	0.44	0.44	0.14	0.31
17355072	0.49	0	0	0.28	0.59	0	0	0.51	0.57	0.31	0.14	0.32
17355172	0.41	0	0	0.51	0.85	0	0	0.52	0.43	0.49	0.14	0.33
17355272	0.46	0	0	0.39	0.81	0	0	0.56	0.43	0.48	0.20	0.33
17355372	0.52	0	0	0.63	0.74	0	0.71	0.56	0.54	0.50	0.16	0.35
17355572	0.43	0	0	0.51	0.73	0	0.76	0.54	0.51	0.48	0.13	0.36
17355672	0.42	0	0	0.42	0.77	0	0.44	0.48	0.79	0.50	0.13	0.33
17355772	0.39	0	0	0.43	0.56	0	0.60	0.52	0.44	0.50	0.11	0.35
17355872	0.45	0	0	0.63	0.67	0	0.62	0.50	0.50	0.46	0.11	0.34
17355972	0.46	0	0	0.40	0.84	0	0.37	0.48	0.51	0.50	0.12	0.29
17356072	0.41	0	0	0.34	0.67	0	0.34	0.54	0.40	0.50	0.13	0.36
17356172	0.44	0	0	0.50	0.69	0	0.39	0.53	0.47	0.51	0.12	0.31
17356271	0.52	0	0	0.37	0.81	0	0.52	0.49	0.57	0.38	0.15	0.36
17356671	0.39	0	0	0.26	0.56	0	0.39	0.53	0.43	0.46	0.15	0.32
17356771	0.42	0	0	0.37	0.68	0	0.59	0.50	0.46	0.40	0.10	0.34
17356971	0.40	0	0	0.29	0.76	0	0.50	0.49	0.54	0.52	0.12	0.35
17357171	0.42	0	0	0.64	0.85	0	0	0.54	0.58	0.50	0.13	0.31
17357271	0.59	0	0	0.49	0.67	0	0	0.45	0.44	0.51	0.11	0.30
17357371	0.52	0	0	0.30	0.79	0	0	0.50	0.43	0.50	0.11	0.31
17357471	0.55	0	0	0.78	0.69	0	0	0.55	0.43	0.50	0.13	0.30
17357571	0.46	0	0	0.39	0.56	0	0	0.50	0.32	0.44	0.13	0.31
17357671	0.39	0	0	0.33	0.64	0	0	0.48	0.40	0.45	0.13	0.32
17357771	0.42	0	0	0.81	0.81	0	0	0.42	0.37	0.36	0.11	0.30
17357871	0.37	0	0	0.36	0.75	0	0	0.43	0.34	0.44	0.17	0.31
17357971	0.41	0	0	0.32	0.80	0	0	0.49	0.35	0.47	0.08	0.30
17358071	0.42	0	0	0.59	0.64	0	0	0.44	0.42	0.47	0.09	0.35
17358171	0.38	0	0	0.47	0.60	0	0	0.50	0.38	0.49	0.12	0.32
17358271	0.41	0	0	0.35	0.68	0	0	0.42	0.42	0.49	0.08	0.33
17358371	0.47	0	0	0.32	0.76	0	0	0.45	0.60	0.50	0.13	0.36
17358471	0.45	0	0	0.76	0.80	0	0	0.46	0.37	0.48	0.10	0.32
17358571	0.43	0	0	0.35	0.57	0	0	0.44	0.35	0.50	0.12	0.31
17358671	0.49	0	0	0.29	0.70	0	0	0.55	0.41	0.51	0.11	0.31
17358771	0.40	0	0	0.67	0.77	0	0.03	0.46	0.35	0.49	0.10	0.30
17358871	0.42	0	0	0.41	0.70	0	0.33	0.52	0.44	0.44	0.12	0.30
