tick	antikeeper	builder	claimer	harvester	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17441234	0.11	0.48	0.27	0.54	0.69	0.52	0.45	0.52	0.12	0.29
17441334	0	0.65	0.40	0.72	0.33	0.46	0.60	0.48	0.09	0.29
17441434	0	0.48	0.60	0.67	0.46	0.56	0.53	0.51	0.10	0.31
17441534	0	0.48	0.27	0.68	0.36	0.47	0.31	0.44	0.17	0.34
17441634	0	0.32	0.55	0.54	0.36	0.47	0.44	0.46	0.21	0.33
17441734	0	0.39	0.60	0.59	0	0.48	0.49	0.39	0.08	0.35
17441834	0	0.40	0.29	0.70	0	0.47	0.39	0.47	0.09	0.31
17441934	0.36	0.40	0.44	0.56	0.46	0.49	0.52	0.51	0.09	0.31
17442034	0.18	0.41	0.49	0.44	0.49	0.52	0.46	0.49	0.10	0.37
17442134	0.16	0.42	0.31	0.79	0.31	0.49	0.42	0.51	0.10	0.34
17442234	0.14	0.38	0.66	0.60	0.46	0.47	0.46	0.49	0.08	0.34
17442334	0.16	0.34	0.60	0.56	0.31	0.46	0.45	0.43	0.10	0.30
17442434	0.14	0.38	0.26	0.57	0.29	0.43	0.49	0.47	0.10	0.26
17442534	0.13	0.47	0.42	0.57	0.33	0.45	0.40	0.51	0.08	0.32
17442634	0.17	0.40	0.64	0.55	0.38	0.45	0.45	0.52	0.09	0.34
17442734	0.13	0.70	0.28	0.38	0.41	0.48	0.37	0.39	0.12	0.32
17442834	0.14	0.57	0.24	0.64	0.45	0.47	0.55	0.47	0.09	0.31
17442934	0.16	0.44	0.62	0.64	0.36	0.44	0.43	0.41	0.19	0.35
17443034	0.14	0.45	0.31	0.45	0.29	0.50	0.29	0.48	0.17	0.30
17443134	0.14	0.48	0.24	0.62	0.29	0.52	0.37	0.49	0.08	0.36
17443234	0.17	0.47	0.66	0.64	0.41	0.47	0.36	0.49	0.10	0.31
17443334	0.15	0.50	0.61	0.58	0.43	0.51	0.41	0.47	0.10	0.34
17443434	0.15	0.50	0.28	0.54	0.29	0.45	0.42	0.47	0.09	0.31
17443534	0	0.43	0.35	0.52	0.27	0.46	0.36	0.49	0.08	0.32
17443634	0	0.39	0.61	0.69	0.30	0.53	0.40	0.50	0.11	0.40
17443735	0	0.42	0.49	0.68	0.30	0.46	0.42	0.48	0.07	0.36
17443935	1.10	0.51	0.49	0.60	0.31	0.58	0.43	0.49	0.11	0.31
17444041	0.63	0.41	0.26	0.51	0.33	0.48	0.40	0.49	0.09	0.35
17444241	0.76	0.39	0.50	0.70	0.59	0.53	0.66	0.47	0.11	0.37
17444341	0.62	0.73	0.24	0.74	0.49	0.43	0.64	0.49	0.12	0.33
17444541	0.57	0.47	0.62	0.60	0.87	0.51	0.52	0.51	0.11	0.33
17444641	0.65	0.46	0.53	0.69	0.48	0.42	0.50	0.48	0.08	0.37
17444741	0.40	0.52	0.27	0.52	0.51	0.47	0.44	0.46	0.10	0.28
17444841	0.59	0.48	0.56	0.63	0.40	0.52	0.42	0.52	0.10	0.32
17444941	0.55	0.49	0.48	0.74	0.26	0.51	0.44	0.41	0.09	0.37
17445041	0.36	0.49	0.31	0.55	0.41	0.57	0.41	0.49	0.09	0.36
17445141	0.58	0.47	0.35	0.65	0.50	0.54	0.44	0.53	0.11	0.33
17445241	0.63	0.45	0.74	0.70	0.38	0.48	0.46	0.49	0.09	0.33
17445341	0.36	0.44	0.42	0.60	0.55	0.53	0.41	0.48	0.10	0.33
17445441	1.18	0.47	0.30	0.53	0.60	0.51	0.33	0.47	0.10	0.33
17445541	0	0.61	0.71	0.70	0.53	0.52	0.55	0.44	0.13	0.28
17445641	0	0.63	0.68	0.64	0.40	0.55	0.62	0.42	0.17	0.33
17445741	0.24	0.78	0.26	0.65	0.38	0.50	0.82	0.49	0.10	0.36
17445842	0.14	0.38	0.37	0.60	0.33	0.51	0.51	0.51	0.10	0.33
17445942	0.17	0.40	0.66	0.66	0.41	0.47	0.44	0.50	0.09	0.32
17446041	0.24	0.45	0.57	0.54	0.68	0.53	0.48	0.57	0.12	0.38
17446141	0.25	0.55	0.26	0.69	0.60	0.48	0.53	0.53	0.11	0.32
17446241	0.25	0.59	0.47	0.59	0.61	0.50	0.59	0.52	0.12	0.38
17446341	0.19	0.41	0.81	0.63	0.62	0.50	0.38	0.48	0.09	0.31
17446441	0.19	0.38	0.39	0.60	0.71	0.55	0.36	0.51	0.09	0.36
17446541	0.18	0.50	0.25	0.43	0.74	0.54	0.40	0.50	0.09	0.37
17446641	0.16	0.43	0.64	0.60	0.54	0.50	0.37	0.50	0.08	0.34
17446741	0.12	0.40	0.33	0.48	0.66	0.63	0.43	0.52	0.09	0.34
17446841	0.19	0.47	0.24	0.54	0.63	0.66	0.46	0.46	0.10	0.33
17446941	0.19	0.45	0.41	0.62	1.16	0.59	0.35	0.49	0.18	0.31
17447041	0.14	0.38	1.03	0.44	0.57	0.62	0.63	0.45	0.09	0.37
17447142	0.18	0.36	0.33	0.42	0.46	0.56	0.64	0.43	0.08	0.36
17447242	0	0.47	0.23	0.48	0.44	0.55	0.36	0.49	0.07	0.32
17447342	0	0.36	0.65	0.56	0.33	0.67	0.37	0.56	0.08	0.30
17447442	0	0.40	0.76	0.42	0.36	0.71	0.45	0.46	0.08	0.32
17447542	0	0.40	0.44	0.50	0.47	0.75	0.34	0.47	0.07	0.35
17447642	0	0.47	0.57	0.41	0.34	0.64	0.35	0.47	0.07	0.33
17447742	0	0.47	0.33	0.46	0.55	0.84	0.36	0.53	0.08	0.32
17447842	0	0.49	0.62	0.47	0.47	1.13	0.31	0.50	0.08	0.35
17447942	0	0.37	0.39	0.50	0.35	0.86	0.42	0.49	0.07	0.33
17448042	0	0.41	0.31	0.58	0.80	1.00	0.40	0.51	0.08	0.35
17448142	0	0.55	0.58	0.45	0.55	0.99	0.31	0.45	0.08	0.29
17448242	0	0.46	0.39	0.48	0.37	0.82	0.30	0.42	0.07	0.29
17448343	0	0.48	0.38	0.42	0.48	0.68	0.48	0.42	0.07	0.31
17448443	0	0.46	0.44	0.57	0.44	0.60	0.42	0.47	0.07	0.29
17448543	0	0.38	0.70	0.50	0.38	0.67	0.63	0.50	0.07	0.39
17448643	0	0.38	0.46	0.55	0.48	0.77	0.30	0.47	0.08	0.33
17448743	0	0.47	0.35	0.51	0.52	0.69	0.39	0.48	0.07	0.31
17448843	0	0.39	0.32	0.53	0.49	0.58	0.43	0.49	0.08	0.31
17448943	0	0.45	0.47	0.62	0.44	0.71	0.33	0.49	0.08	0.36
17449043	0	0.46	0.52	0.44	0.52	0.79	0.31	0.48	0.09	0.34
17449143	0	0.44	0.32	0.53	0.38	0.65	0.34	0.51	0.08	0.35
17449243	0	0.58	0.38	0.66	0.55	0.71	0.35	0.51	0.10	0.29
17449343	0	0.59	0.49	0.39	0.44	0.74	0.32	0.49	0.15	0.36
17449443	0	0.55	0.39	0.50	0.32	0.81	0.42	0.49	0.08	0.35
17449543	0	0.43	0.27	0.53	0.35	0.71	0.36	0.43	0.13	0.30
17449643	0	0.48	0.54	0.52	0.41	0.61	0.42	0.45	0.12	0.27
17449743	0	0.42	0.28	0.58	0.37	0.64	0.60	0.50	0.08	0.31
17449843	0	0.50	0.43	0.62	0.41	0.60	0.41	0.48	0.07	0.32
17449943	0	0.58	0.41	0.47	0.51	0.59	0.36	0.50	0.09	0.31
17450043	0	0.54	0.45	0.66	0.47	0.59	0.43	0.43	0.08	0.31
17450144	0	0.45	0.30	0.56	0.49	0.53	0.48	0.56	0.11	0.32
17450545	0	0.41	0.26	0.48	0.52	0.52	0.31	0.48	0.08	0.30
17450645	0	0.46	0.85	0.58	0.48	0.67	0.36	0.50	0.10	0.42
17450745	0	0.43	0.52	0.59	0	0.50	0.24	0.50	0.08	0.33
17450845	0	0.39	0.26	0.49	0	0.54	0.20	0.41	0.09	0.41
17450945	0	0.60	0.63	0.52	0	0.61	0.35	0.49	0.08	0.53
17451045	0	0.36	0.32	0.62	0	0.49	0.33	0.39	0.07	0.27
17451145	0	0.36	0.29	0.62	0	0.45	0.30	0.48	0.07	0.47
17451245	0	0.41	0.68	0.61	0	0.57	0.32	0.52	0.10	0.58
17451345	0	0.41	0.69	0.71	0	0.39	0.35	0.49	0.07	0.36
17451444	0.26	0.48	0.31	0.62	0	0.54	0.31	0.47	0.08	0.45
17451544	0.25	0.45	0.46	0.81	0	0.58	0.39	0.50	0.12	0.52
17451644	0.24	0.46	0.84	0.74	0	0.60	0.46	0.48	0.10	0.38
17451744	0.22	0.50	0.35	0.58	0	0.44	0.37	0.50	0.09	0.32
17451844	0.17	0.40	0.23	0.60	0	0.48	0.37	0.51	0.07	0.30
17451944	0.17	0.41	0.24	0.48	0	0.57	0.42	0.49	0.09	0.36
17452044	0.18	0.39	0.27	0.43	0	0.46	0.33	0.44	0.07	0.30
17452144	0.16	0.43	0.25	0.50	0	0.57	0.37	0.46	0.11	0.29
17452244	0.17	0.41	0.38	0.58	0	0.50	0.40	0.44	0.16	0.30
17452344	0.15	0.38	0.33	0.46	0	0.56	0.37	0.46	0.07	0.34
17452444	0.16	0.40	0.29	0.53	0	0.46	0.47	0.49	0.07	0.35
17452544	0.18	0.38	0.33	0.56	0	0.52	0.40	0.50	0.08	0.38
17452644	0.18	0.38	0.50	0.59	0	0.49	0.36	0.47	0.08	0.36
17452744	0.18	0.41	0.56	0.58	0	0.49	0.37	0.47	0.08	0.37
17452844	0.19	0.45	0.36	0.70	0	0.49	0.40	0.48	0.08	0.39
17452944	0.18	0.45	0.81	0.43	0	0.51	0.40	0.47	0.09	0.35
17453044	0	0.40	0.70	0.66	0	0.45	0.42	0.52	0.08	0.38
17453144	0	0.39	0.45	0.73	0	0.54	0.52	0.52	0.08	0.35
17453244	0	0.45	0.59	0.59	0	0.53	0.30	0.44	0.08	0.30
17453344	0	0.44	0.71	0.48	0	0.50	0.46	0.50	0.08	0.34
17453444	0	0.37	0.30	0.55	0	0.46	0.52	0.47	0.10	0.36
17453544	0	0.49	0.40	0.64	0	0.65	0.45	0.46	0.10	0.38
17453644	0	0.35	0.60	0.56	0	0.46	0.46	0.50	0.08	0.33
17453744	0	0.50	0.39	0.51	0	0.53	0.73	0.41	0.06	0.31
17453844	0	0.43	0.37	0.62	0	0.49	0.45	0.51	0.07	0.31
17453944	0	0.44	0.90	0.48	0	0.50	0.46	0.51	0.09	0.33
17454044	0	0.35	0.29	0.57	0	0.45	0.50	0.44	0.09	0.29
17454144	0	0.43	0.35	0.57	0	0.55	0.46	0.46	0.08	0.41
17454221	0	0.54	0.73	0.68	0	0.44	0.52	0.47	0.11	0.37
17454322	0	0.46	0.33	0.63	0	0.58	0.53	0.49	0.11	0.35
17454422	0	0.51	0.30	0.54	0	0.42	0.43	0.48	0.09	0.32
17454522	0	0.42	0.60	0.63	0	0.66	0.54	0.50	0.11	0.38
17454622	0	0.61	0.49	0.59	0	0.44	0.47	0.49	0.08	0.30
17454712	0	0.43	0.31	0.52	0	0.56	0.39	0.44	0.10	0.34
17454807	0	0.63	0.41	0.66	0	0.54	0.52	0.47	0.14	0.33
17454906	0	0.56	0.50	0.63	0	0.63	0.48	0.36	0.10	0.30
17454991	0	0.79	0.38	0.76	0	0.49	0.69	0.52	0.13	0.43
17455088	0	0.68	0.55	0.90	0	0.78	0.84	0.54	0.15	0.39
17455187	0	0.78	0.31	0.84	0	0.62	0.56	0.59	0.17	0.44
17455286	0.33	0.56	0.72	0.91	0	0.61	0.63	0.55	0.13	0.43
17455383	0.28	0.47	0.38	0.83	0	0.64	0.52	0.52	0.12	0.50
17455478	0.39	0.50	0.80	0.79	0	0.78	0.61	0.57	0.17	0.49
17455578	0.29	0.75	0.81	1.00	0	0.59	0.53	0.54	0.11	0.45
17455677	0.29	1.19	0.44	0.72	0	0.65	0.51	0.54	0.11	0.45
17455777	0.23	0.58	0.74	0.76	0	0.63	0.51	0.58	0.11	0.44
17455877	0.26	0.51	0.78	0.83	0	0.55	0.50	0.56	0.12	0.43
17455977	0.17	0.54	0.58	0.62	0	0.63	0.39	0.49	0.11	0.36
17456075	0.24	0.64	0.38	0.90	0	0.57	0.48	0.52	0.15	0.40
17456174	0.28	1.03	0.56	0.89	0	0.55	0.57	0.47	0.15	0.41
17456274	0.20	1.75	0.57	0.57	0	0.63	0.46	0.58	0.12	0.37
17456373	0.23	0.60	0.92	0.80	0	0.58	0.49	0.55	0.13	0.38
17456471	0.34	0.69	0.64	0.82	0	0.59	1.06	0.51	0.11	0.44
17456571	0.34	0.77	0.53	0.84	0	0.64	0.54	0.62	0.14	0.48
17456671	0.35	0.94	1.09	1.00	0	0.63	0.54	0.59	0.18	0.42
17456768	1.50	0.76	0.72	0.95	0	0.62	0.56	0.52	0.13	0.45
17456868	0.25	0.54	0.57	0.64	0	0.48	0.44	0.49	0.12	0.33
17456968	0.26	0.60	0.42	0.68	0	0.49	0.47	0.52	0.14	0.33
17457068	0.24	0.56	0.51	0.69	0	0.43	0.57	0.47	0.17	0.35
17457168	0.19	0.43	0.54	0.54	0	0.47	0.47	0.49	0.10	0.36
17457268	0.17	0.49	0.35	0.52	0	0.43	0.42	0.48	0.11	0.32
17457368	0.16	0.41	0.51	0.58	0	0.37	0.49	0.42	0.07	0.29
17457468	0.19	0.41	0.27	0.43	0	0.40	0.51	0.44	0.18	0.31
17457568	0.16	0.46	0.24	0.44	0	0.43	0.46	0.42	0.17	0.29
17457668	0.15	0.41	0.24	0.38	0	0.40	0.52	0.37	0.10	0.29
17457769	0.14	0.38	0.29	0.55	0	0.39	0.51	0.49	0.09	0.32
17457869	0.15	0.37	0.33	0.58	0	0.42	0.85	0.52	0.09	0.36
17457969	0.15	0.35	0.24	0.62	0	0.37	0.53	0.50	0.11	0.34
17458069	0.19	0.41	0.25	0.54	0	0.44	0.50	0.50	0.10	0.33
17458169	0.16	0.40	0.33	0.57	0	0.49	0.51	0.46	0.11	0.31
17458269	0.25	0.58	0.78	0.65	0	0.44	0.52	0.47	0.09	0.33
17458369	0.78	0.47	0.31	0.62	0	0.46	0.47	0.52	0.10	0.38
17458469	0	0.42	0.29	0.58	0	0.45	0.45	0.51	0.10	0.33
17458569	0	0.39	0.56	0.55	0	0.69	0.51	0.45	0.09	0.35
17458669	0	0.47	0.29	0.58	0	0.46	0.43	0.47	0.09	0.32
17458769	0.73	0.44	0.27	0.53	0	0.51	0.47	0.51	0.20	0.30
17458869	0.71	0.45	0.50	0.65	0	0.48	0.39	0.39	0.12	0.45
17458969	0.76	0.42	0.52	0.46	0	0.51	0.38	0.47	0.09	0.37
17459069	0.59	0.40	0.33	0.67	0	0.50	0.45	0.51	0.11	0.35
17459169	0.51	0.34	0.35	0.54	0	0.49	0.50	0.50	0.08	0.34
17459269	0.61	0.38	0.53	0.62	0	0.49	0.95	0.53	0.09	0.31
17459369	0.59	0.33	0.58	0.51	0	0.55	0.42	0.49	0.11	0.29
17459469	0.54	0.37	0.31	0.55	0	0.44	0.51	0.49	0.09	0.30
17459569	0.62	0.38	0.52	0.51	0	0.53	0.45	0.49	0.10	0.32
17459669	0.60	0.50	0.61	0.49	0	0.53	0.45	0.48	0.09	0.30
17459769	0.81	0.58	0.31	0.62	0	0.61	0.51	0.50	0.11	0.31
17459869	0.70	0.41	0.68	0.56	0	0.57	0.47	0.49	0.11	0.32
17459969	0.65	0.42	0.61	0.58	0	0.60	0.47	0.50	0.10	0.36
17460069	0.62	0.41	0.56	0.57	0	0.55	0.45	0.47	0.17	0.35
17460169	0.68	0.38	0.58	0.68	0	0.56	0.36	0.47	0.19	0.29
17460269	0.65	0.34	0.44	0.57	0	0.55	0.45	0.44	0.09	0.32
17460369	0	0.40	0.29	0.51	0	0.54	0.51	0.36	0.08	0.35
17460469	0	0.35	0.51	0.50	0	0.50	0.45	0.50	0.09	0.41
17460569	0	0.54	0.51	0.63	0	0.49	0.78	0.50	0.09	0.33
17460669	0	0.44	0.53	0.54	0	0.50	0.67	0.52	0.10	0.30
17460769	0	0.38	0.40	0.64	0	0.52	0.45	0.48	0.09	0.32
17460869	0.81	0.41	0.75	0.59	0	0.53	0.45	0.48	0.08	0.31
17460969	0.69	0.38	0.44	0.54	0	0.54	0.56	0.50	0.10	0.34
17461069	0.80	0.39	0.34	0.65	0	0.56	0.45	0.51	0.09	0.34
17461169	0.64	0.47	0.49	0.65	0	0.57	0.45	0.51	0.09	0.37
17461269	0.55	0.38	0.50	0.52	0	0.60	0.52	0.45	0.11	0.32
17461369	0.60	0.42	0.40	0.45	0	0.57	0.44	0.48	0.10	0.29
17461469	0.61	0.60	0.25	0.62	0	0.59	0.46	0.46	0.19	0.30
17461569	0.54	0.41	0.65	0.58	0	0.47	0.51	0.42	0.10	0.32
17461668	0.71	0.49	0.31	0.62	0	0.65	0.39	0.45	0.10	0.32
17461768	0.78	0.45	0.25	0.67	0	0.62	0.51	0.53	0.12	0.36
17461868	0.70	0.36	0.25	0.50	0	0.55	0.59	0.50	0.13	0.35
17461968	0.73	0.47	0.60	0.65	0	0.53	0.87	0.47	0.10	0.32
17462068	0.69	0.41	0.28	0.68	0	0.55	0.79	0.53	0.10	0.33
17462168	0.56	0.43	0.23	0.67	0	0.48	0.50	0.51	0.11	0.33
17462268	0.64	0.42	0.79	0.57	0	0.55	0.43	0.46	0.08	0.31
17462368	0.61	0.42	0.47	0.52	0	0.49	0.44	0.50	0.11	0.30
17462468	0	0.42	0.26	0.53	0	0.55	0.51	0.49	0.09	0.30
17462568	0	0.44	0.30	0.57	0	0.52	0.46	0.49	0.09	0.34
17462668	0	0.44	0.65	0.52	0	0.49	0.46	0.49	0.09	0.43
17462768	0	0.40	0.38	0.54	0	0.42	0.46	0.45	0.14	0.29
17462868	0	0.46	0.24	0.50	0	0.42	0.39	0.47	0.07	0.32
17462968	0	0.43	0.32	0.58	0	0.48	0.44	0.50	0.08	0.53
17463069	0	0.43	0.81	0.55	0	0.47	0.54	0.43	0.08	0.30
17463169	0	0.41	0.53	0.56	0	0.44	0.45	0.52	0.09	0.32
17463269	0	0.41	0.26	0.49	0	0.45	0.50	0.51	0.09	0.34
17463369	0	0.44	0.63	0.55	0	0.45	1.14	0.47	0.08	0.33
17463469	0	0.42	0.59	0.63	0	0.40	0.84	0.51	0.08	0.32
17463569	0	0.43	0.32	0.64	0	0.46	0.49	0.49	0.08	0.29
17463669	0	0.37	0.58	0.51	0	0.45	0.50	0.47	0.08	0.32
17463769	0	0.34	0.31	0.53	0	0.48	0.43	0.49	0.07	0.33
17463869	0	0.37	0.29	0.57	0	0.53	0.44	0.48	0.10	0.30
17463969	0	0.44	0.28	0.58	0	0.42	0.51	0.49	0.08	0.37
17464069	0.68	0.41	0.58	0.55	0	0.49	0.45	0.50	0.07	0.30
17464169	0.68	0.38	0.30	0.54	0	0.52	0.43	0.44	0.30	0.29
17464269	0.47	0.43	0.24	0.57	0	0.46	0.50	0.45	0.11	0.29
17464369	0.61	0.43	0.65	0.60	0	0.49	0.42	0.52	0.09	0.33
17464469	0.80	0.45	0.35	0.57	0	0.49	0.45	0.51	0.11	0.31
17464569	0.71	0.37	0.26	0.53	0	0.43	0.51	0.43	0.08	0.30
17464669	0.65	0.45	0.54	0.59	0	0.44	0.92	0.47	0.10	0.30
17464769	0.64	0.49	0.37	0.59	0	0.54	1.01	0.49	0.11	0.31
17464869	0.65	0.39	0.31	0.52	0	0.44	0.48	0.46	0.09	0.29
17464969	0.66	0.40	0.46	0.52	0	0.47	0.43	0.48	0.08	0.28
17465069	0.62	0.36	0.72	0.46	0	0.48	0.49	0.51	0.12	0.31
17465169	0.62	0.42	0.82	0.63	0	0.44	0.51	0.44	0.10	0.28
17465269	0.66	0.35	0.25	0.55	0	0.51	0.46	0.47	0.10	0.31
17465369	0.70	0.44	0.67	0.73	0	0.47	0.45	0.48	0.12	0.30
17465469	0.55	0.46	0.75	0.72	0	0.42	0.52	0.45	0.20	0.31
17465569	0.61	0.45	0.41	0.52	0	0.47	0.45	0.46	0.10	0.30
17465669	0.74	0.36	0.47	0.69	0	0.44	0.45	0.53	0.11	0.30
17465770	0.96	0.42	0.50	0.73	0	0.43	0.52	0.43	0.13	0.30
17465870	0.76	0.44	0.41	0.53	0	0.42	0.45	0.48	0.07	0.30
17465970	0.64	0.45	0.41	0.69	0	0.46	0.45	0.46	0.11	0.31
17466070	0.47	0.39	0.50	0.60	0	0.46	1.03	0.41	0.10	0.30
17466170	0.55	0.43	0.65	0.63	0	0.45	0.59	0.50	0.10	0.32
17466270	0.47	0.40	0.62	0.59	0	0.47	0.49	0.50	0.10	0.31
17466370	0.48	0.51	0.48	0.65	0	0.44	0.51	0.48	0.10	0.34
17466470	0.59	0.43	0.68	0.65	0	0.44	0.45	0.47	0.08	0.31
17466570	0.52	0.50	0.42	0.63	0	0.57	0.44	0.51	0.11	0.29
17466670	0.58	0.47	0.38	0.70	0	0.45	0.51	0.43	0.10	0.30
17466770	0.62	0.46	0.33	0.66	0	0.44	0.46	0.44	0.17	0.30
17466866	0.64	0.57	0.51	0.77	0	0.57	0.49	0.46	0.26	0.31
17466962	0.69	0.55	0.54	0.78	0	0.57	0.60	0.44	0.13	0.33
17467160	0.67	0.50	0.37	0.74	0	0.52	0.48	0.51	0.14	0.34
17467260	0.84	0.48	0.74	0.71	0	0.56	0.55	0.44	0.13	0.29
17467360	1.31	0.45	0.61	0.73	0	0.50	0.67	0.46	0.14	0.32
17467460	0	0.40	0.63	0.75	0	0.51	0.78	0.47	0.12	0.31
17467560	0	0.41	0.50	0.63	0	0.47	0.49	0.47	0.12	0.30
17467660	0	0.47	0.37	0.55	0	0.42	0.45	0.49	0.09	0.35
17467760	0.82	0.41	0.52	0.60	0	0.41	0.46	0.50	0.10	0.30
17467860	0.68	0.38	0.75	0.56	0	0.39	0.51	0.48	0.09	0.31
17467960	0.75	0.46	0.50	0.44	0	0.43	0.46	0.49	0.09	0.31
17468060	0.76	0.45	0.26	0.55	0	0.46	0.45	0.46	0.10	0.30
17468160	0.47	0.47	0.41	0.53	0	0.52	0.52	0.46	0.17	0.31
17468260	0.47	0.51	0.33	0.51	0	0.46	0.39	0.47	0.08	0.30
17468360	0.50	0.53	0.49	0.72	0	0.47	0.46	0.51	0.10	0.35
17468460	0.44	0.45	0.28	0.63	0	0.51	0.50	0.48	0.10	0.35
17468560	0.87	0.41	0.38	0.64	0	0.25	0.34	0.46	0.08	0.35
17468660	0.80	0.44	0.53	0.64	0	0.44	0.45	0.48	0.09	0.33
17468760	0.77	0.44	0.29	0.70	0	0.45	1.09	0.44	0.10	0.35
17468860	0.63	0.44	0.36	0.58	0	0.45	0.55	0.51	0.09	0.31
17468960	0.50	0.36	0.43	0.63	0	0.46	0.45	0.50	0.10	0.32
17469060	0.62	0.47	0.57	0.67	0	0.47	0.50	0.48	0.10	0.30
17469160	0.65	0.42	0.36	0.62	0	0.42	0.44	0.42	0.08	0.29
17469261	0.66	0.47	0.48	0.63	0	0.46	0.45	0.44	0.17	0.32
17469361	1.12	0.58	0.52	0.80	0	0.43	0.50	0.42	0.09	0.29
17469461	1.31	0.43	0.55	0.72	0	0.46	0.44	0.39	0.17	0.32
