tick	antikeeper	builder	claimer	harvester	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17422532	0.44	0.43	0.51	0.73	0	0.52	0.48	0.49	0.15	0.36
17422632	0.49	0.44	0.30	0.66	0	0.53	0.47	0.50	0.13	0.33
17422732	0.39	0.44	0.43	0.71	0	0.51	0.48	0.46	0.15	0.31
17422832	0.46	0.48	0.48	0.81	0	0.49	0.48	0.46	0.14	0.33
17422932	0.57	0.36	0.28	0.34	0	0.56	0.39	0.39	0.22	0.33
17423032	0.40	0.45	0.44	0.63	0	0.51	0.45	0.43	0.13	0.42
17423132	0.47	0.38	0.59	0.70	0	0.50	0.49	0.36	0.14	0.30
17423232	0.49	0.41	0.53	0.72	0	0.57	0.45	0.47	0.11	0.28
17423332	0.52	0.38	0.44	0.68	0	0.51	0.57	0.45	0.14	0.33
17423432	0.72	0.48	0.59	0.91	0	0.51	0.68	0.44	0.12	0.34
17423531	0.52	0.42	0.34	0.42	0	0.51	0.55	0.43	0.15	0.32
17423631	0.51	0.45	0.49	0.85	0	0.50	0.62	0.53	0.13	0.36
17423731	0.75	0.51	0.30	0.72	0	0.48	0.72	0.51	0.14	0.41
17423831	0.70	0.62	0.60	0.62	0	0.51	0.65	0.49	0.12	0.45
17423931	0.48	0.47	0.38	0.90	0	0.47	0.62	0.52	0.13	0.38
17424031	0.50	0.44	0.56	0.83	0	0.49	0.50	0.56	0.14	0.34
17424131	0.44	0.45	0.42	0.72	0	0.51	0.45	0.37	0.14	0.32
17424231	0.47	0.48	0.72	0.78	0	0.56	0.47	0.46	0.13	0.33
17424331	0.47	0.39	0.41	0.61	0.80	0.50	0.47	0.41	0.10	0.31
17424431	0.67	0.51	0.30	0.79	0.40	0.43	0.46	0.31	0.12	0.30
17424531	0.59	0.66	0.79	0.80	0.52	0.56	0.48	0.41	0.13	0.32
17424631	0.55	0.52	0.42	0.88	0.87	0.50	0.53	0.54	0.12	0.34
17424731	0.58	0.39	0.29	0.75	0.72	0.50	0.47	0.42	0.12	0.32
17424831	0.49	0.48	0.47	0.86	0.57	0.42	0.75	0.31	0.13	0.32
17424931	0.47	0.41	0.48	0.61	0.44	0.42	0.46	0.37	0.10	0.30
17425031	0.51	0.47	0.61	0.79	0.47	0.44	0.56	0.35	0.14	0.31
17425131	0.48	0.50	0.27	0.85	0.57	0.44	0.36	0.33	0.13	0.32
17425231	0.51	0.43	0.37	0.75	0.65	0.46	0.48	0.43	0.11	0.30
17425331	0.63	0.52	0.27	0.67	0.44	0.51	0.48	0.39	0.14	0.32
17425431	0.41	0.50	0.24	0.66	0.60	0.46	0.47	0.36	0.14	0.35
17425531	0.56	0.48	0.26	0.74	0.61	0.47	0.51	0.32	0.14	0.34
17425631	0.44	0.55	0.44	0.74	0.65	0.46	0.47	0.39	0.22	0.36
17425731	0.38	0.41	0.26	0.77	0.45	0.49	0.34	0.36	0.13	0.31
17425831	0.46	0.42	0.23	0.78	0.66	0.53	0.44	0.46	0.09	0.29
17425931	0.42	0.46	0.37	0.77	0	0.45	0.45	0.46	0.12	0.32
17426031	0.40	0.53	0.67	0.70	0	0.47	0.38	0.43	0.11	0.31
17426131	0.54	0.47	0.28	0.88	0	0.46	0.52	0.43	0.11	0.29
17426231	0.53	0.40	0.36	0.82	0	0.45	0.65	0.45	0.10	0.30
17426331	0.69	0.46	0.44	0.59	0	0.47	0.50	0.49	0.10	0.32
17426431	0.80	0.43	0.55	0.70	0	0.48	0.57	0.47	0.14	0.32
17426531	0.61	0.46	0.37	0.68	0	0.49	0.48	0.49	0.12	0.33
17426631	0.46	0.47	0.38	0.88	0	0.49	0.44	0.36	0.10	0.32
17426731	0.61	0.48	0.56	0.56	0	0.43	0.54	0.40	0.11	0.34
17426831	0.49	0.45	0.86	0.71	0	0.50	0.48	0.35	0.12	0.36
17426931	0.48	0.52	0.24	0.59	0	0.46	0.45	0.35	0.11	0.32
17427031	0.42	0.39	0.24	0.76	0	0.49	0.47	0.38	0.21	0.32
17427131	0.47	0.42	0.50	0.61	0	0.48	0.46	0.41	0.40	0.46
17427231	0.42	0.53	0.44	0.80	0	0.49	0.39	0.45	0.17	0.34
17427331	0.44	0.44	0.24	0.88	0	0.54	0.46	0.42	0.12	0.33
17427431	0.51	0.38	0.24	0.74	0	0.58	0.48	0.39	0.12	0.31
17427531	0.55	0.47	0.67	0.67	0	0.50	0.55	0.39	0.10	0.32
17427631	0.43	0.44	0.29	0.79	0	0.48	0.60	0.43	0.13	0.35
17427731	0.46	0.44	0.24	0.74	0	0.55	0.51	0.48	0.13	0.31
17427831	0.58	0.48	0.64	0.90	0	0.49	0.48	0.45	0.13	0.34
17427931	0.55	0.53	0.54	0.71	0	0.45	0.50	0.49	0.13	0.37
17428031	0.83	0.55	0.30	0.88	0	0.49	0.47	0.44	0.13	0.36
17428131	0.48	0.52	0.23	0.85	0	0.49	0.47	0.45	0.11	0.35
17428231	0.56	0.43	0.75	1.15	0	0.46	0.53	0.43	0.14	0.33
17428331	0.73	0.53	0.28	0.72	0	0.55	0.49	0.42	0.17	0.35
17428431	0.41	0.45	0.24	0.91	0	0.51	0.43	0.38	0.16	0.34
17428531	0.40	0.53	0.57	0.81	0	0.49	0.54	0.40	0.09	0.34
17428631	0.46	0.39	0.31	0.69	0	0.52	0.47	0.46	0.18	0.34
17428731	0.39	0.41	0.28	0.76	0	0.52	0.45	0.41	0.11	0.34
17428831	0.42	0.44	0.58	0.58	0	0.50	0.51	0.44	0.12	0.31
17428931	0.50	0.45	0.53	0.61	0	0.51	0.59	0.43	0.15	0.33
17429031	0.46	0.41	0.28	0.80	0	0.49	0.43	0.40	0.13	0.33
17429131	0.48	0.42	0.41	0.75	0	0.46	0.47	0.43	0.14	0.33
17429231	0.75	0.45	0.54	0.76	0	0.38	0.49	0.47	0.16	0.33
17429331	0.90	0.51	0.47	0.78	0	0.49	0.50	0.45	0.14	0.36
17429431	0.80	0.52	0.28	0.85	0	0.51	0.47	0.45	0.14	0.36
17429531	0.72	0.45	0.59	0.82	0	0.51	0.53	0.40	0.14	0.33
17429631	0.52	0.51	0.28	0.74	0	0.45	0.51	0.43	0.11	0.31
17429732	0.54	0.45	0.26	0.62	0	0.52	0.49	0.46	0.25	0.35
17429832	0.88	0.49	0.72	0.77	0	0.50	0.45	0.47	0.11	0.30
17429932	0.38	0.50	0.61	0.64	0	0.46	0.49	0.49	0.11	0.32
17430032	0.45	0.37	0.29	0.78	0	0.54	0.47	0.41	0.13	0.34
17430132	0.78	0.51	0.67	0.55	0	0.56	0.47	0.45	0.12	0.31
17430232	0.30	0.49	0.69	0.69	0	0.53	0.63	0.46	0.12	0.33
17430332	0.63	0.53	0.30	0.65	0	0.51	0.61	0.48	0.13	0.33
17430432	0.92	0.45	0.36	0.87	0	0.54	0.59	0.46	0.13	0.36
17430532	0.43	0.45	0.54	0.64	0	0.46	0.58	0.43	0.14	0.34
17430632	0.58	0.48	0.28	0.70	0	0.47	0.56	0.40	0.12	0.43
17430732	0.77	0.53	0.31	0.68	0	0.46	0.51	0.42	0.12	0.35
17430832	0.46	0.48	0.43	0.72	0	0.42	0.43	0.42	0.10	0.36
17430932	0.60	0.46	0.55	0.67	0	0.43	0.46	0.33	0.12	0.30
17431032	0.68	0.47	0.41	0.72	0.67	0.46	0.55	0.39	0.20	0.39
17431132	0.53	0.55	0.36	0.73	0.69	0.51	0.48	0.42	0.17	0.37
17431232	0.53	0.42	0.30	0.73	0.45	0.49	0.45	0.48	0.12	0.30
17431332	0.69	0.51	0.32	0.67	0.48	0.47	0.48	0.50	0.11	0.33
17431432	0.58	0.53	0.29	0.62	0.59	0.45	0.48	0.44	0.13	0.31
17431532	0.36	0.53	0.43	0.77	0.47	0.47	0.42	0.43	0.12	0.32
17431632	0.55	0.52	0.45	0.62	0.82	0.51	0.57	0.44	0.10	0.34
17431732	0.56	0.49	0.26	0.60	0.49	0.48	0.48	0.47	0.10	0.30
17431832	0.42	0.48	0.69	0.59	0.52	0.54	0.43	0.45	0.10	0.32
17431932	0.44	0.42	0.54	0.60	0.58	0.49	0.43	0.45	0.12	0.33
17432032	0.59	0.49	0.43	0.75	0.58	0.56	0.52	0.45	0.13	0.33
17432132	0.44	0.42	0.44	0.78	0.46	0.46	0.50	0.49	0.10	0.33
17432332	0.72	0.47	0.38	0.82	0.55	0.51	0.47	0.47	0.18	0.30
17432432	0.40	0.51	0.77	0.73	0.68	0.51	0.53	0.44	0.22	0.34
17432532	0.42	0.62	0.37	0.62	0.58	0.51	0.44	0.38	0.24	0.35
17432632	0.83	0.52	0.31	0.73	0.56	0.42	0.46	0.42	0.11	0.32
17432732	0.41	0.41	0.37	0.61	0.62	0.54	0.43	0.42	0.11	0.32
17432832	0.57	0.39	0.67	0.61	1.63	0.53	0.40	0.43	0.14	0.32
17432932	0.67	0.54	0.30	0.58	0	0.48	0.52	0.46	0.11	0.31
17433032	0.56	0.55	0.51	0.60	0	0.44	0.77	0.43	0.12	0.37
17433132	0.60	0.40	0.69	0.37	0	0.54	0.74	0.47	0.13	0.35
17433232	0.59	0.44	0.60	0.81	0	0.52	0.65	0.51	0.08	0.31
17433332	0.46	0.37	0.45	0.65	0	0.52	0.53	0.51	0.13	0.31
17433432	0.45	0.50	0.47	0.46	0	0.52	0.36	0.45	0.13	0.37
17433532	0.51	0.44	0.37	0.68	0	0.51	0.54	0.48	0.10	0.34
17433632	0.50	0.45	0.26	0.65	0	0.47	0.58	0.37	0.09	0.37
17433732	0.74	0.39	0.69	0.62	0	0.49	0.40	0.41	0.22	0.34
17433832	0.50	0.49	0.53	0.77	0	0.51	0.64	0.48	0.12	0.38
17433932	0.51	0.43	0.60	0.60	0	0.46	0.66	0.43	0.11	0.38
17434032	0.43	0.46	0.29	0.56	0	0.48	0.53	0.44	0.12	0.35
17434132	0.57	0.44	0.51	0.63	0	0.48	0.47	0.43	0.11	0.32
17434232	0.50	0.39	0.61	0.63	0	0.49	0.48	0.49	0.11	0.30
17434332	0.47	0.44	0.45	0.65	0	0.54	0.39	0.51	0.14	0.34
17434432	0.77	0.49	0.55	0.60	0	0.45	0.60	0.53	0.12	0.32
17434532	0.39	0.35	0.46	0.57	0	0.51	0.46	0.51	0.12	0.29
17434632	0.47	0.40	0.66	0.61	0	0.51	0.36	0.50	0.15	0.34
17434731	0.72	0.39	0.41	0.74	0	0.50	0.52	0.48	0.12	0.32
17434831	0.55	0.48	0.64	0.88	0	0.56	0.56	0.45	0.17	0.34
17434931	0.45	0.43	0.31	0.72	0	0.57	0.53	0.44	0.16	0.35
17435031	0.74	0.43	0.47	0.83	0	0.49	0.56	0.48	0.15	0.37
17435131	0.47	0.38	0.70	0.77	0	0.51	0.57	0.42	0.09	0.33
17435232	0.47	0.38	0.36	0.71	0	0.54	0.50	0.43	0.11	0.31
17435332	0.64	0.41	0.41	0.85	0	0.51	0.46	0.37	0.13	0.36
17435432	0.48	0.40	0.52	0.54	0	0.49	0.54	0.37	0.12	0.33
17435532	0.49	0.58	0.50	0.75	0	0.53	0.44	0.35	0.14	0.31
17435632	0.51	0.74	0.38	0.80	0	0.51	0.50	0.37	0.14	0.34
17435732	0.53	0.58	0.30	0.58	0	0.56	0.51	0.40	0.12	0.31
17435832	0.45	0.44	0.51	0.54	0	0.51	0.39	0.43	0.13	0.31
