tick	antikeeper	builder	claimer	harvester	longharvester	longminer	miner	shortminer	upgrader
17506411	0.80	0.31	0.51	0.49	0.50	0.44	0.44	0.11	0.20
17506511	0.79	0.27	0.68	0.56	0.51	0.45	0.47	0.12	0.29
17506611	0.77	0.27	0.38	0.50	0.46	0.49	0.46	0.11	0.33
17506711	0.70	0.35	0.44	0.52	0.48	0.48	0.49	0.08	0.30
17506912	0.74	0.27	0.48	0.41	0.43	0.40	0.46	0.07	0.26
17507012	0.51	0.32	0.35	0.58	0.47	0.47	0.51	0.08	0.31
17507112	0.48	0.40	0.41	0.53	0.46	0.64	0.45	0.08	0.29
