tick	_total	create	finish	memory	needList	roomUpdate	run
17574475	5393.1	10.9	0.1	1822.6	241.7	65.1	3248.1
17574575	5365.1	8.9	0.1	1899.2	241.7	65.2	3145.1
17574675	5893.7	9.6	0.1	1846.2	248.9	64.8	3718.8
17574775	5555.7	9.9	0.1	1889.2	238.8	73.2	3339.5
17574875	5032.8	23.6	0.1	1695.9	235.1	63.4	3009.6
17574974	6104	19.8	0.2	1927.1	326.8	85.2	3738
17575074	6548.3	8.4	0.1	1971.5	348	112.6	4101.6
17575174	6153.1	19.2	0.2	1967.9	327.5	87.8	3743.3
17575274	5918.9	14.4	0.1	1749.5	281.9	89.1	3778.1
17575374	5841.8	14.6	0.1	1649.4	253.6	70.7	3848.3
17575474	5620	12.2	0.1	1719.7	296.5	65.3	3521.1
17575574	5761.3	16	0.1	1845.9	293.2	76.8	3524
17575674	5490.4	12.2	0.1	1659.9	306.2	80.7	3426.6
17575774	4941.7	11.2	0.1	1635.4	252.3	79.2	2958.9
17575874	5456	22	0.2	1652.2	293.6	70.5	3412.2
17575974	5761.5	19.4	0.1	1652.2	291.5	68.2	3724.6
17576074	5217.9	10.2	0.1	1601.1	271.8	74.7	3254.2
17576174	5661.5	15.6	0.1	1828	281	82.6	3448.7
17576274	5847.9	15.3	0.1	1801.9	276.4	67	3681.6
17576374	5384.6	11	0.2	1882.3	256.6	66.4	3163
17576474	5468.4	12	0.1	1642.8	275.6	63.7	3468.8
17576574	5736.2	13	0.1	1590.7	284.1	67.4	3774.7
17576674	5699.9	10.4	0.1	1684.2	275.4	71.7	3652.6
17576774	5275.7	17.1	0.1	1507.3	269.3	78.3	3397.3
17576874	5360.9	13.7	0.1	1351.8	251.5	66	3673.3
17576974	5101.7	7.1	0.1	1445.9	261.9	74.9	3307.8
17577074	4558.5	13.3	0.1	1314.7	237.2	65	2923.7
17577174	5308	16	0.1	1373.2	248.3	74.5	3591.4
17577274	4808.9	3.6	0.1	1247.7	234.2	59.9	3249.4
17577374	4778.7	10.9	0.1	1421.2	229.3	67.6	3045.4
17577474	5398.7	16.8	0.1	1445	260.6	62.3	3608.2
17577574	5241.7	19.7	0.1	1532.9	275.8	71	3336.6
17577674	5025.7	8.6	0.1	1497.2	245.6	60.3	3208.9
17577774	5771.2	21.2	0.5	1681.5	286.5	76.9	3699.3
17577874	4969.6	11.2	0.1	1475.8	282.2	65	3130.1
17577974	5275.9	14.4	0.1	1452.3	263.3	68.1	3473.3
17578074	5185.2	14.2	0.1	1454.8	247.3	66.2	3397.9
17578174	5644.6	27	0.1	1394.2	268.3	67.9	3882
17578274	5542.3	14.3	0.1	1587.7	262.1	63.2	3609.6
17578374	5410.2	7.3	0.1	1571.2	249.1	63.8	3513.8
17578474	5168.8	17	0.1	1335.1	280.3	59.5	3471.8
17578574	5199.2	10.9	0.2	1464.4	248.7	60.1	3409.5
17578674	5362.6	14.8	0.1	1632.9	285.7	72.6	3351.1
17578774	5601.7	15.3	0.1	1635.8	271.8	65.8	3607.9
17578874	5386.2	9.6	0.1	1546.4	253.6	72.5	3499.3
17578974	5379.1	14.1	0.1	1724	258.2	66.2	3311.3
17579074	5764.8	10.3	0.2	1756.9	265.2	69.1	3644.2
17579174	5324.1	8.6	0.1	1653.4	266.8	103.3	3286.9
17579274	5612.5	17.2	0.2	1838.5	251.1	63.9	3435.8
17579374	5767.8	14	0.1	1712.1	263.8	87.4	3673.2
17579474	5885	19.6	0.1	1723.3	275.9	69.5	3791.5
17579574	6211.5	9.3	0.1	1956.6	263.3	76.8	3899.7
17579674	5850.9	12	0.1	1936.6	272.2	73.8	3549.6
17579774	6087.3	6.9	0.1	2069.1	275.1	69.1	3661.5
17579874	5703.4	13.1	0.1	1880.6	245.5	70	3488.8
17579974	5447.2	14.2	0.1	1856.9	246.2	65.3	3259
17580074	5960.8	7.8	0.2	1925.1	252.9	78.1	3691
17580174	5528.4	7	0.1	1869.9	267.3	72.3	3306.3
17580274	5694	14.3	0.1	1912.8	257.6	79.4	3423.9
17580374	6121.3	18.7	0.1	1833.6	268.9	73.5	3919.8
17580473	5700.4	4.1	0.1	1819.2	275.7	78.6	3516.8
17580573	6532.7	15.9	0.2	2245.9	321.9	98	3843.7
17580673	6570.7	19.2	0.1	1912.3	329.5	120.1	4182.2
17580773	6876.6	20.6	0.1	2125	305.2	112.3	4293.2
17580873	5916.5	14.6	0.1	2017	295.4	74.8	3508.5
17580973	6193.5	14.3	0.1	2161.4	267.4	87.8	3656.4
17581073	6284	9.8	0.1	1839.9	248.5	91.9	4073.4
17581173	5760.6	37.7	0.1	1939.2	263.6	75.3	3438.5
17581273	6089.2	9.9	0.1	2041.5	278.9	68.3	3684.8
17581374	6026.7	6.1	0.1	1831	270.4	87.4	3825.7
17581474	5551.4	9.8	0.1	1883.1	253.4	70.6	3329
17581574	5903.6	17	0.1	1763.3	242.3	85.7	3790.4
17581674	6219	8.7	0.1	1704.4	301.4	64.5	4134.8
17581774	5688.8	11.7	0.1	1934.6	242.7	68.3	3426.4
17581875	5651.6	11.9	0.1	1788.5	239.4	69.3	3537.4
17581975	5812.9	9.6	0.1	1865	294.8	82.6	3555.2
17582075	5672.8	12.5	0.1	1744.3	262.4	63.4	3585.1
17582175	5557.8	16.2	0.1	1820.9	244.9	66.9	3403.7
17582275	5969.1	12.8	0.1	1960.6	265.4	84.6	3640.3
17582375	5884.7	17.2	0.1	1692.5	281.7	78.3	3810.9
17582475	5755.7	9.7	0.1	1745.7	275	66	3655.4
17582575	5481.9	10.8	0.1	1566.3	255.3	65.7	3579.9
17582675	5287.6	9.7	0.1	1524.8	276.1	68.1	3405.2
17582775	5158.3	9.2	0.1	1501.3	290.5	65.4	3288
17582875	5604.3	15.1	0.1	1597.6	306.9	73	3607.4
17582975	5365.7	12.9	0.1	1654.9	243.1	66.4	3384.4
17583075	5357.9	11.5	0.1	1582.3	282.3	62	3415.8
17583175	5723.5	10	0.1	1540.6	270.7	71	3826.7
17583275	5357.4	31.2	0.1	1677.3	253	69.5	3322
17583375	5116.9	6.8	0.1	1483.6	242.1	55.1	3301.9
17583475	5599.8	17.6	0.1	1630.1	261.9	65.3	3620.8
17583575	5621.7	8.1	0.1	1616.3	276.6	85.7	3631.4
17583675	4890.5	7.9	0.1	1489.3	227.1	76.3	3086.4
17583775	5733.7	19.5	0.1	1653.5	263.6	69.4	3723.7
17583875	5861.9	8.8	0.1	1741.2	251	59	3797.9
17583975	5440.9	20.6	0.1	1693.3	238.7	60.6	3423.8
17584075	6211.6	14.1	0.1	1954.5	303.9	110.7	3822.4
17584175	6199.4	6.3	0.2	2120	305.4	74.8	3687.1
17584275	5875.7	14.1	0.2	1927.2	278.4	83.3	3567
17584375	6211.7	16.2	0.1	2072.7	252.1	73.7	3791.1
17584475	6601.2	15.3	15.9	2121.7	264.5	66.8	4111
17584575	5780.6	11.4	0.2	1920.7	252.3	87.9	3502.5
17584675	6063.3	17	0.2	2007.7	304.1	95.9	3632.7
17584775	6210.9	13.1	0.1	2144.5	300.3	75.5	3671.6
17584875	5699.8	11.3	0.1	1905.8	278.4	71.6	3426.9
17584975	5666.4	13.8	0.1	1687.9	404.7	101.7	3453.3
17585075	5762	13.7	0.1	1775.7	316.5	88.8	3562.8
17585175	5989.5	16.6	0.1	1754.6	290.4	73.3	3850.2
17585275	5527.1	13.6	0.1	1660.1	268	67.9	3513.3
17585375	5725.1	16.9	0.1	1705.2	269.1	72.8	3655.3
17585475	5744.9	10.8	0.1	1706.1	269.9	86.1	3667.5
17585575	5200.4	35.1	0.1	1594.7	234.5	64	3268.2
17585675	5921.7	15.6	0.1	1834.4	248.2	67.4	3751.8
17585774	6255.9	9.7	0.1	1896.6	292.3	68.7	3982.7
17585874	6539.5	16.8	0.1	2012.9	334.4	87	4079.3
17585974	6641	23.7	0.1	1984	342.6	103.7	4180.6
17586381	6360.1	12.5	0.1	1833.6	263.6	90.6	4154
17586481	5941.4	14	0.1	1636.3	348.1	99.2	3838.7
17586581	6021.8	8.9	0.1	1876.1	252.9	69.2	3809.5
17586781	6172.2	9.6	0.1	2035.6	265.5	87.1	3768.3
17586881	5862.9	2.6	0.2	2033.6	258.2	85.5	3477.3
17586981	6347.7	14.7	0.1	2093.2	245.6	67.7	3920.8
17587081	5847.9	12.1	0.1	1818.3	247.8	65.3	3699
17587181	5332	7.1	0.1	1804.5	233.8	62.3	3218.9
17587281	6109.5	19.7	0.1	1980.2	233.7	73.9	3796.5
17587381	6070.1	8.7	0.1	2014	249.9	62.9	3729.3
17587481	5741.3	12.6	0.1	1724.6	294.8	64.3	3639.4
17587581	5434	14.7	0.1	1797.6	233.2	63.6	3319.5
17587681	5998.2	11.5	0.1	1815.8	261.8	85.1	3818.2
17587781	5665.2	8.5	0.1	1813.5	251.5	64	3522.1
17587881	5728.7	13.7	0.1	1900.5	248	62.1	3498.3
17587981	5656.5	13.2	0.1	1890.3	235.7	79.9	3431.9
17588081	5074.4	11.4	0.1	1756.4	237.6	62.9	3000.7
17588181	4672.5	5.5	0.1	1870	234.1	75.4	2481.5
17588281	4961.2	12.5	0.1	1683.4	233.6	83.6	2929
17588381	4822.6	9.9	0.1	1769.7	228.7	55.7	2753
17588481	4863.2	8.9	0.1	1817.9	248.6	68.3	2713.9
